timeAdapting,timeNonAdapting,timeOffline,quadraticAdapting,quadraticNonAdapting,quadraticOffline,correctAdapting,correctNonAdapting,correctOffline
288133.525,145218.85,85809.15,0.6219933891005098,0.6227541083396204,0.5558998807742057,0.375,0.375,0.42500000000000004
25727.625,25522.025,31254.45,0.6002264425551402,0.6011086853609413,0.5939717997123353,0.42500000000000004,0.42500000000000004,0.5
26577.85,27579.15,29375.675,0.5452891032618936,0.54547856215504,0.5462254090962233,0.575,0.575,0.55
26043.15,25576.85,26111.725,0.44172779482323676,0.4419919419742655,0.40491740638390183,0.6,0.6,0.65
26015.65,25124.2,28209.875,0.5819168054731563,0.5823222496837843,0.5527357386890799,0.5,0.5,0.575
26756.175,24534.625,30335.75,0.4638737550849328,0.46453130735608283,0.42480860091745853,0.55,0.55,0.625
27935.625,25261.45,26550.475,0.4706166774267331,0.470780552845099,0.4669214139721589,0.575,0.575,0.525
26427.2,26852.325,26056.85,0.581654788722517,0.5828888487012591,0.5381026112736436,0.42500000000000004,0.42500000000000004,0.475
24932.225,28772.2,24657.9,0.5997795570874587,0.6012412034033332,0.5561910562537378,0.525,0.525,0.575
34436.075,27387.125,28278.45,0.5742656263173558,0.5753057776310015,0.5328431375237415,0.525,0.5,0.575
27592.775,25563.15,28072.75,0.5856704192992765,0.5864793371001724,0.5693388197105378,0.5,0.5,0.5
24740.175,26824.725,25055.7,0.5916968673409428,0.5941900855395943,0.5330474441871047,0.525,0.525,0.625
41855.425,26290.05,178420.6,0.5086683267436456,0.5108580082305707,0.4708718128822511,0.625,0.625,0.65
25192.95,44776.55,25768.8,0.5761223084118683,0.5791679170797579,0.5130476932681631,0.525,0.525,0.625
28470.6,27291.2,87935.0,0.3689552227733657,0.36953368902322836,0.36028288285888266,0.725,0.725,0.7
25659.025,28031.625,27126.45,0.6042247128207237,0.6077095756481867,0.5345460308890324,0.525,0.525,0.625
27277.375,29060.1,27565.475,0.6097750773478765,0.6145384899864439,0.532533538484131,0.5,0.5,0.625
26481.875,26399.65,28758.575,0.6179390641045757,0.6233905578556005,0.5312140239402652,0.42500000000000004,0.42500000000000004,0.55
26660.275,26015.7,118819.2,0.5879119373566937,0.5928998274903279,0.5125382652622648,0.475,0.475,0.575
26235.15,29732.275,30280.725,0.4442479887220543,0.4469444674614351,0.4088036668836139,0.575,0.575,0.675
68611.725,67130.625,29224.8,0.5675357371364953,0.5702587781124748,0.5302996399987023,0.525,0.525,0.55
25494.575,28950.475,25672.85,0.5151712087681517,0.5170259166916367,0.48259898644755594,0.575,0.575,0.625
25659.075,25522.05,25604.225,0.4889429751119181,0.49241061303959555,0.45032493272298524,0.55,0.55,0.6
