timeAdapting,timeNonAdapting,timeOffline,quadraticAdapting,quadraticNonAdapting,quadraticOffline,correctAdapting,correctNonAdapting,correctOffline
76799.1,75811.55,77237.7,0.8144918340112781,0.8151464322872926,0.7208746989781503,0.25,0.25,0.25
29649.95,24767.7,30829.25,0.27136002384941094,0.27190681148931617,0.21681692886340898,0.7,0.7,0.8
12232.95,94353.15,13768.95,0.6711280596900906,0.6718978769204114,0.6570766488403024,0.35,0.35,0.44999999999999996
11903.85,11821.5,13906.0,0.6196354546118528,0.6206893524358748,0.6064180345128989,0.4,0.4,0.44999999999999996
14317.55,11848.95,11931.4,0.7141528365318663,0.7143858726194594,0.704922576318495,0.35,0.35,0.4
14043.4,15030.65,12068.4,0.4837708956329152,0.4838980220956728,0.4797186250507366,0.6,0.6,0.6
11931.35,12013.55,11821.6,0.44879161514109,0.4489424666389823,0.4284257131803315,0.65,0.65,0.65
12095.9,12013.55,13138.2,0.46492036085692234,0.4656991926894989,0.3791195358353434,0.6,0.6,0.75
11903.95,11794.1,13192.95,0.485463215271011,0.48546394938603044,0.48216746968682855,0.6,0.6,0.55
11986.35,11793.95,11794.15,0.47607103633345105,0.47644261017558165,0.44190357327170204,0.55,0.55,0.6
11602.1,11629.5,11986.35,0.3230024544754997,0.32354962499812245,0.28645946098549757,0.75,0.75,0.8
11794.1,11711.85,12863.85,0.48721706855576485,0.4880117735010572,0.42891298985341564,0.5,0.5,0.6
12013.55,12452.4,14317.55,0.39007625239901245,0.3897442362649599,0.40966077090706676,0.75,0.75,0.65
11931.3,11903.9,16841.05,0.6034226826159284,0.6048440285085235,0.5420421622984577,0.5,0.5,0.6
13302.5,12479.6,12123.25,0.5901648792205378,0.5907462083850987,0.5688676458521513,0.44999999999999996,0.44999999999999996,0.44999999999999996
11739.4,11739.35,11711.75,0.4264673551369924,0.42745376960374415,0.4057951426220825,0.65,0.65,0.7
11794.15,11821.55,12041.05,0.47074610367417336,0.4719210486509837,0.4433476103004068,0.6,0.6,0.65
11794.1,11876.55,11821.6,0.52620810107328,0.5273881967877969,0.477106855425518,0.55,0.55,0.6
11903.75,11821.6,11876.45,0.4232835329021327,0.423909563862253,0.392973685200559,0.65,0.65,0.7
14235.45,12150.7,12013.55,0.5776754029502627,0.580226973281242,0.5052796372183366,0.5,0.5,0.65
11793.95,11958.7,11958.55,0.5923292361549102,0.5931115669955034,0.565909381795791,0.55,0.55,0.6
36424.85,12040.95,16841.15,0.5213391673460137,0.5225004926905967,0.4869978561764583,0.6,0.6,0.6
11931.25,13110.8,11849.1,0.5194842837809119,0.5221642715623602,0.4488364536227891,0.55,0.55,0.65
13714.1,11848.85,11876.5,0.6017918892321177,0.60411666330765,0.5464493076724466,0.55,0.55,0.6
11876.4,11876.3,12479.95,0.5668025438499171,0.5690367770730518,0.5138898132136092,0.5,0.5,0.65
18815.6,15140.2,15167.8,0.8829477176104774,0.8840832636760751,0.8593233572482859,0.4,0.4,0.4
45393.6,42842.7,53265.6,0.6759461507899687,0.6790800510207191,0.6059203001932474,0.5,0.5,0.6
21311.8,19830.5,14070.75,0.7857284922502004,0.7900824173702858,0.7001834137336118,0.25,0.25,0.35
21640.9,11766.7,11903.75,0.4424069009255618,0.4434024067595601,0.42752440602635033,0.65,0.65,0.65
17554.15,21229.45,122741.4,0.48559645941713825,0.48607186920708045,0.480376316991169,0.65,0.65,0.65
11794.05,28689.95,19583.7,0.6191858825623058,0.6208705603203271,0.5887746009393595,0.5,0.5,0.5
18321.85,11711.95,21503.8,0.5377065012580715,0.5404934171237983,0.5017535519582452,0.5,0.5,0.55
12699.15,11876.45,29128.9,0.7319744852284202,0.7369298084231559,0.6501467419002438,0.44999999999999996,0.44999999999999996,0.55
