@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute BetCountOpponent numeric
@attribute BetCountPlayer numeric
@attribute OpponentOnButton {true,false}
@attribute LastActionOpponent {f,k,c,b1,b2,b3}
@attribute LastActionPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired {true,false}
@attribute DeckSuited numeric

@data
34221056,29,2,1,false,?,k,829506,false,1
17349232,4,0,0,false,?,k,17347072,false,1
16829040,10,1,0,false,?,k,685376,false,1
17610304,6,0,1,false,?,k,17589296,false,1
33888512,14,1,1,false,?,k,17113344,false,1
16889680,6,0,1,true,?,k,750864,false,1
764022,25,1,1,false,?,k,764005,false,1
34102272,44,1,2,false,?,c,829520,false,1
17222288,44,2,1,true,?,k,829793,false,1
17222272,18,0,2,true,?,k,829537,false,1
17091216,6,0,1,false,?,k,828994,false,1
33831936,14,1,0,false,?,k,820272,false,1
17024848,24,1,1,false,?,c,480032,false,1
34286080,10,0,1,false,?,c,17541408,false,1
50833408,36,2,0,false,?,k,17270064,false,1
84719171,370,2,3,false,?,b2,17086000,false,1
34282496,72,2,1,false,?,b2,16889344,false,1
759380,4,0,0,false,?,k,615440,false,1
33831680,29,2,1,false,?,k,17087024,false,1
16828768,8,1,0,false,?,b1,811536,false,1
33966592,128,2,2,false,?,k,17069600,false,1
33967104,8,1,0,false,?,k,17090128,false,1
17274976,6,0,1,false,?,k,554561,false,1
17597488,36,2,0,false,?,b2,17576448,false,1
34363648,26,0,2,true,?,k,825461,false,1
33889024,34,2,0,false,?,k,16889088,false,1
17279328,53,1,2,false,?,k,694114,false,1
759602,20,1,2,true,?,b1,602640,false,1
33969920,34,0,3,true,?,k,17134080,false,1
17417808,30,2,0,false,?,k,17392944,false,1
820820,18,0,2,true,?,k,820240,false,1
17086544,29,2,1,false,?,k,742449,false,1
833926,12,1,0,false,?,k,759890,false,1
34154496,6,0,1,false,?,k,17388576,false,1
16824160,14,1,1,false,?,k,751186,false,1
17611360,32,2,0,false,?,k,834148,false,1
34249728,12,1,0,false,?,b2,17418832,false,1
17549968,38,2,0,false,?,b2,834192,false,1
51143936,25,1,1,false,?,k,17589520,false,1
34102016,162,1,3,false,?,c,17147936,false,1
17340240,72,2,1,false,?,k,17323008,false,1
17467216,94,1,3,true,?,k,685379,false,1
34237184,724,2,4,false,?,b2,763744,false,1
33901056,72,3,0,false,?,b2,693844,false,1
17340240,19,1,1,false,?,k,624416,false,1
764022,10,1,0,false,?,k,755539,false,1
34359808,26,1,2,true,?,b1,17090352,false,1
825188,14,1,1,false,?,k,615457,false,1
67305472,343,3,3,true,?,b1,823824,false,1
67829760,70,1,2,false,?,b2,624449,false,1
33962496,14,0,2,false,?,k,17004096,false,1
16890496,10,1,0,false,?,k,689201,false,1
84720225,18,1,2,true,?,b1,763745,false,1
101474304,36,2,0,false,?,b2,51143168,false,1
84702800,36,1,2,false,?,c,833360,false,1
829814,14,1,0,false,?,k,825185,false,1
34085376,51,0,3,true,?,k,16877408,false,1
33885184,48,1,2,false,?,k,16828992,false,1
84575826,34,2,1,true,?,b1,689440,false,1
17532208,54,0,3,true,?,k,754992,false,1
17549648,30,1,1,false,?,c,17536320,false,1
17471328,14,1,1,false,?,k,17457680,false,1
16829344,24,2,0,false,?,k,16829072,false,1
17156960,14,1,2,true,?,b1,17156864,false,1
34080256,557,1,4,false,?,c,16811328,false,1
34319360,18,0,2,true,?,k,834192,false,1
34297344,4,0,0,false,?,k,34296064,false,1
17025408,14,1,0,false,?,k,825459,false,1
17541456,10,1,0,false,?,k,17540400,false,1
17091376,85,2,2,false,?,k,832528,false,1
67698688,48,1,2,false,?,c,755283,false,1
17479776,37,0,3,true,?,k,763425,false,1
34146816,48,0,3,true,?,k,16815936,false,1
17549920,85,0,4,true,?,k,17539328,false,1
34162176,12,1,1,true,?,b1,17392688,false,1
17148016,23,1,1,false,?,k,17147664,false,1
34284800,800,2,2,false,?,k,16929808,false,1
17090384,22,2,0,false,?,k,17069344,false,1
17606496,32,1,2,true,?,b1,829282,false,1
17410160,36,1,1,false,?,c,624467,false,1
829831,44,1,1,false,?,k,694065,false,1
833637,12,0,2,false,?,c,833620,false,1
833925,6,0,1,false,?,k,623904,false,1
67895296,51,1,2,true,?,k,759875,false,1
759602,36,1,2,false,?,c,758544,false,1
17344848,379,3,2,true,?,k,689456,false,1
16951408,44,2,1,true,?,k,685618,false,1
33831424,15,1,1,true,?,k,17015840,false,1
17549344,26,1,2,true,?,b1,17549312,false,1
17090912,14,1,0,false,?,k,824896,false,1
833892,4,0,0,false,?,k,833088,false,1
834183,10,1,1,false,?,k,833620,false,1
17152656,10,1,0,false,?,k,17152096,false,1
67633152,52,1,2,true,?,k,816451,false,1
17419088,80,3,0,false,?,b2,824640,false,1
16958784,10,1,0,false,?,k,344864,false,1
17283712,43,1,2,false,?,k,755552,false,1
33954304,30,2,0,false,?,k,16872992,false,1
34093824,14,0,2,true,?,k,17016864,false,1
17152368,14,1,1,false,?,k,759633,false,1
16960400,8,0,1,false,?,k,833874,false,1
17091488,14,1,1,false,?,k,832544,false,1
34094080,20,1,2,true,?,b1,17025664,false,1
117686272,89,1,3,true,?,b1,50578944,false,1
34224384,4,0,0,false,?,k,34223616,false,1
16829056,7,0,1,true,?,k,820544,false,1
34245376,36,2,0,false,?,b2,17349216,false,1
17611120,128,2,2,false,?,k,833381,false,1
33900800,8,1,0,false,?,k,17077552,false,1
16960144,800,1,2,false,?,c,829826,false,1
34245632,36,0,2,false,?,k,17353248,false,1
50579968,44,0,2,false,?,k,50566656,false,1
16894576,36,0,2,false,?,k,685617,false,1
34232320,108,1,2,false,?,b2,17147968,false,1
17537136,108,2,2,true,?,k,755472,false,1
17602368,36,2,0,false,?,b1,816177,false,1
825459,16,1,0,false,?,k,825360,false,1
101404672,164,2,2,false,?,b2,34295808,false,1
17541488,19,1,1,false,?,k,764272,false,1
34015488,41,2,1,true,?,k,16815904,false,1
34163712,7,0,1,true,?,k,833924,false,1
67436544,24,1,1,false,?,c,554033,false,1
17090672,44,1,1,false,?,k,554563,false,1
17283456,7,0,1,true,?,k,759920,false,1
34387456,54,1,2,false,?,c,17548832,false,1
829251,48,0,3,true,?,k,672544,false,1
17348176,43,1,2,false,?,k,550177,false,1
16807488,14,1,1,false,?,k,484385,false,1
50580224,48,1,2,false,?,c,17019936,false,1
17091488,12,1,0,false,?,k,833892,false,1
17156448,24,2,0,false,?,k,17156384,false,1
17414224,10,1,0,false,?,b2,759890,false,1
50754816,258,2,3,false,?,c,17200128,false,1
67764224,18,0,2,true,?,k,685650,false,1
17418848,8,0,1,false,?,c,17417728,false,1
17397296,24,1,1,false,?,c,615200,false,1
34040832,108,3,0,false,?,b2,825187,false,1
17148016,66,1,2,true,?,k,689441,false,1
84719408,16,0,2,false,?,c,833328,false,1
17348176,72,2,1,false,?,b2,550192,false,1
84510002,294,4,1,false,?,b1,623922,false,1
