@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute ActionCount numeric
@attribute DeckStrength numeric

@data
34032384,8,9,17082736
16890160,4,9,758561
34372096,800,13,17605392
84720176,24,10,16829056
17209168,62,10,620096
101093376,164,12,34169088
34098176,22,10,34095360
17541504,72,11,764256
100954112,800,12,17082128
34277632,10,10,17535488
17218176,12,9,755280
34105088,108,11,17330688
17139264,10,9,550208
34145536,36,10,611104
51038976,18,11,17484592
16820528,48,9,16818704
84718898,38,10,833874
33967104,60,11,17091408
17288096,38,10,833329
17466688,16,9,676880
17021296,36,10,17020672
34167552,34,9,17413392
17483872,72,10,17483824
17221920,12,10,824848
50636544,18,9,685379
17025936,8,10,825171
17139520,72,10,545808
17414784,10,10,17410112
50964480,56,9,17410144
16881760,8,10,16876832
33761024,36,10,17003792
34175744,16,10,17283408
694389,24,9,623905
17414752,38,10,693808
34089984,32,11,16947312
690018,10,9,554529
834195,14,9,828192
17021584,8,9,693809
17549936,16,9,834148
33966336,24,10,33966336
34372352,216,11,17288064
50575616,16,9,50566144
34297856,16,9,34292992
17327424,72,11,545808
33964544,36,10,33952256
17283424,62,10,759362
17593936,36,10,816721
34363136,28,11,17155904
34159616,16,9,17025936
17205040,16,9,553760
34027008,178,10,17004032
34032128,76,10,17082208
17353296,36,10,829522
17339952,12,10,17314304
67829760,14,9,17541200
17536560,36,11,759328
17611328,72,11,17611280
16829344,4,9,829792
67305472,278,12,819984
690004,12,10,689184
34085632,8,9,17349136
17017216,24,11,17016896
67829760,72,11,690021
34176000,12,9,17288080
67502080,48,11,615474
17483616,16,11,17483520
17082736,16,9,693826
34085888,26,10,16893984
834149,36,9,828977
694372,36,10,615472
34023424,8,9,17270048
17610320,800,14,746816
16960352,26,10,746273
34015488,16,9,16815936
17091488,26,10,17086976
33823744,16,9,16892928
17021312,4,9,759891
34225152,800,13,17024576
34248704,24,10,34247424
67764224,72,10,34175488
34110208,36,9,17270272
16829024,12,9,680464
33962496,10,9,681264
16820576,14,9,693824
17539872,8,10,17539328
833926,12,9,825440
101232640,10,10,34309632
67698688,12,9,825426
16955728,36,10,16946480
34085376,24,9,34083584
833652,10,9,755520
50440448,72,11,50414080
34302976,182,10,17540672
17021040,12,9,554563
34089984,36,10,17318400
17091472,10,9,17086736
17549904,14,9,17548304
820546,24,9,820512
33950464,16,9,16811872
17484672,34,10,17483024
34221056,10,10,34221056
17274976,12,9,17274976
34221056,432,12,17465856
17401664,36,11,624451
16811600,4,9,545568
17419120,26,10,17417248
17484128,72,12,829760
833926,8,9,820816
34167552,36,9,17413392
33623040,10,9,16827424
17025664,8,10,17016912
17611376,16,10,17610320
17274960,8,9,624468
759858,4,9,623392
101130240,36,11,17282336
16960400,10,10,833378
34167296,20,10,17409296
34174464,800,11,17273872
17091200,90,10,829473
17218176,24,9,755250
17602672,126,12,825360
34384640,192,11,834147
84366385,24,11,484673
685652,4,9,480288
17283392,32,10,759602
34376448,70,11,17611136
624178,48,12,615200
17091408,96,11,17060096
17017200,24,9,17012560
17090656,8,9,549904
33688576,82,11,16958976
17593904,72,9,816690
17549680,16,10,833909
17611120,14,9,17602368
17597744,16,9,819984
34290688,16,9,17025792
16824144,108,10,16798768
689747,24,11,414496
34028288,36,10,750369
33901312,4,9,17087056
34297856,48,12,17152032
833635,24,11,833584
17091200,38,10,689475
17157024,24,10,829797
67698688,72,10,67698688
764277,12,10,694064
17156464,24,9,824626
33623040,8,9,16864256
33831936,8,10,17025088
16828256,4,9,812064
828739,16,9,676640
829558,36,9,690021
34305536,184,11,34277120
17353616,12,9,17353536
17157024,54,9,834130
17344848,38,10,689458
690004,24,10,685376
34306560,72,10,17283664
34388224,36,10,17549568
34228480,72,9,17082704
50575872,800,12,17021504
34040832,36,10,17222256
17283136,12,10,750608
33889280,78,11,17129728
34036480,24,10,759634
84715888,34,10,825456
17157008,216,13,17142544
34371584,24,11,17598272
17283680,12,10,763744
17091216,34,11,829812
67698688,24,10,17209456
33884928,22,10,16824928
67502080,800,12,820274
34249728,48,11,34246656
34244352,108,11,17343504
33827840,24,11,16960320
829796,12,10,828994
84580436,800,13,829524
16890512,4,9,763729
67371008,72,11,803344
17484656,16,9,17479472
33901568,36,10,17089840
100909056,24,11,50579968
17549904,4,9,17539328
16881232,10,10,414480
17216800,48,12,746000
17611104,50,10,833890
16894880,14,9,16890432
50973440,8,10,50973440
34388480,144,10,17549840
33831424,72,11,681009
16815952,10,9,480032
34248704,24,11,694368
17540944,10,9,17539856
84645459,12,10,17152352
17607024,36,10,17606144
34294016,48,11,17515296
34032640,24,9,17286160
34289152,24,9,746544
33831168,36,10,17078304
17418336,42,11,824880
834166,4,9,834160
50448896,324,11,829793
16894336,4,9,16893952
16960416,10,9,764242
834164,10,10,763664
34089728,16,9,764290
33819392,14,9,17087008
50807552,12,9,50794496
16824384,4,9,16810784
34372096,8,10,17606768
34351872,14,9,16960304
17086032,10,9,17086032
34032384,72,10,17086832
17593664,72,9,816160
17208640,48,9,615713
17549376,32,10,17531952
825155,36,11,816178
17288096,10,9,17287984
17025648,34,10,816176
67895296,374,12,834178
17418880,178,12,829808
17610304,144,10,17610304
17331248,34,10,541456
17091216,10,9,17089312
834180,30,9,689168
17353616,10,10,833922
17401136,48,11,623376
34315264,10,9,17419056
101195776,108,11,17326880
34358784,12,9,17580560
755540,72,11,742433
690020,24,9,689987
34085888,108,11,825360
67502080,800,12,550210
34040576,800,9,751136
834199,800,11,829814
17400608,800,10,537104
17348960,800,13,624177
17483616,32,11,828993
33623040,42,10,16828176
33950208,216,9,693776
67895296,72,9,764257
17157024,24,9,763474
34241280,36,11,17479424
34085632,178,10,16881712
17221744,38,10,554579
33762304,90,11,16955440
34093824,24,9,17347344
84698145,36,9,812321
829830,8,9,829505
34158336,24,9,17397024
17549664,12,9,17536048
17155904,4,9,17134096
825460,48,12,825154
34376448,8,9,17611392
17537120,70,11,759378
689475,14,9,344848
17287760,24,10,829266
17217904,4,9,759651
17212704,10,9,681232
34277888,72,9,764176
17073712,36,10,549921
17087056,4,9,17081616
834197,4,9,834197
50640896,10,9,17086512
17218176,8,9,755248
50828800,12,10,50828544
17549424,34,10,833649
50693888,216,11,17139472
33823232,164,12,16872496
17213264,8,9,685648
50903552,216,12,17349200
17278544,24,11,685633
17344880,26,10,694388
17352544,16,9,816721
33753600,24,11,17007616
834183,14,9,829281
833909,12,9,825121
17156752,38,10,824915
17479216,4,9,763440
34298880,56,9,17157024
34368000,422,13,33967104
16829072,10,9,693520
17008208,4,9,550194
17471600,12,9,17462544
17607040,66,11,17602112
17222016,8,9,825440
17012848,8,9,17003008
17091472,72,12,17076480
17414224,108,9,623920
16820592,12,10,685376
17410144,12,10,694370
33762048,216,12,17020944
17549872,18,9,762640
16824944,4,9,684816
33827840,38,10,16960336
34383616,34,10,17483552
34084096,20,10,17309952
17548864,16,9,17515008
17287264,96,11,820785
17087072,12,9,763459
33894912,16,10,16994832
17025904,12,9,816723
17087072,108,11,763458
34314240,70,11,17537024
101363712,70,11,51034112
34313728,70,10,759377
34036736,14,9,34033920
34379520,38,10,17601840
763459,16,10,746256
17205056,72,11,484402
34351360,38,10,16959792
17155888,8,9,17155888
33950464,16,10,16811584
16955216,24,10,16938288
17606464,14,10,17580288
764021,48,11,764017
50706688,72,11,17152320
34363904,84,9,829778
17611104,26,10,17602064
84510291,10,9,624467
764021,24,9,763728
50968576,336,11,17414224
17218192,10,10,763745
17536544,22,10,759328
33884416,36,11,16815376
17353072,36,10,624481
17611120,72,11,833360
34163200,22,10,34161920
34032128,324,11,17253120
34388480,30,9,34385920
17353616,36,9,17348976
17602112,116,12,812080
51078400,138,10,17524000
17086832,4,9,17078096
34016000,96,11,16823616
34347520,36,10,828193
33823232,8,9,16885568
16816240,8,9,16811824
17480048,26,10,763714
829284,12,9,484384
17602112,12,10,17589280
33963008,12,10,17199888
34349312,28,10,16892416
17218192,36,9,759361
17021584,72,11,17017168
34176000,16,9,17418080
33892352,12,10,16942400
17549936,278,11,763744
17606224,36,9,828978
100827136,108,10,34086912
50697216,108,11,611378
17156976,10,9,833345
17086848,36,11,759892
759362,24,9,759312
16829328,8,9,833920
67436544,4,9,480306
34036480,216,12,763731
34167808,38,10,17156464
50510080,72,10,16947296
17549680,294,12,825104
17418304,36,10,825409
34102272,8,9,17156736
689458,8,9,676641
34358784,38,10,17089824
67895296,800,13,764005
17353568,64,11,17351168
34146304,152,12,16816160
17156720,14,9,829266
759636,216,12,619552
67567616,124,12,484658
34370816,36,9,17286400
17349216,24,10,763969
34110208,48,11,759922
17155648,4,9,17121536
34248448,38,10,34175488
17344320,108,11,17343504
34039040,10,10,17200400
17090352,16,10,17068800
16828496,24,11,16827696
694389,144,13,693569
16894784,34,10,832528
33885184,16,11,17155840
833910,10,9,816704
624451,24,9,607009
17205056,36,9,549921
764227,48,12,693296
34245376,226,12,17479168
34383616,32,10,17483600
16816224,4,9,16815664
17151552,4,9,746818
50693888,16,11,50693120
17213520,24,11,17211648
17151840,44,10,746768
17021280,32,11,615730
34294016,252,10,758834
17016352,72,9,680737
50899200,50,11,17344816
33967104,24,9,33827840
17086288,22,10,480288
17418880,24,9,829796
33958144,16,9,16947296
67502080,80,11,550209
17157024,70,11,763732
17012576,16,9,619824
764005,4,9,755282
17222288,4,9,17221936
34355968,800,11,832818
34032128,10,9,17278528
34278400,72,11,17549312
16955184,36,9,16937216
34151424,8,9,17419024
34022912,24,10,17261344
17151840,8,10,751185
17209408,24,10,624178
33901568,48,11,17082448
16951664,8,10,16951136
16951664,10,9,694066
34088704,38,10,554016
17409888,36,9,17409296
763748,72,10,763681
17087104,12,9,763969
17087024,36,10,672544
834183,10,9,833652
17217840,38,10,746272
17348976,10,10,759921
829831,12,9,829506
33958656,32,10,33955840
17610304,92,11,833089
34243328,166,11,34214656
51087104,8,10,51086592
50571264,48,10,17008144
50710528,144,13,17156128
17287264,14,9,17268992
17152048,70,10,754960
16890480,10,10,763729
17091424,16,11,17089840
834196,8,10,834192
17549920,40,9,829011
833635,10,9,755248
50767872,24,11,50758144
34240512,56,10,17467184
16885328,10,10,681232
50772480,56,9,17213824
834162,24,9,763664
50706944,24,10,17148288
34309888,72,10,17532672
17348384,32,10,755489
101425152,30,10,17549920
84579360,72,10,619552
34032128,34,10,17082208
829284,24,11,685632
17191968,126,12,410128
17413440,98,11,759107
34220800,18,11,16955904
833637,800,13,550193
17541504,96,10,764292
763476,648,11,742448
67567616,800,12,825171
34367232,24,10,34367232
33970944,66,11,17151504
16886112,4,9,693841
17021296,24,9,17021296
33688576,8,9,16958976
833925,24,11,833618
34027520,16,10,17008464
34100224,26,10,17323040
17148288,10,9,694353
17484624,10,10,834131
833362,10,10,750864
34277376,10,10,755008
17532768,72,10,755539
50578944,24,9,50544896
17090400,78,10,17069328
16829344,4,9,16824960
33970688,12,9,17213776
33950464,66,11,16815664
34233088,140,11,17152352
17087120,10,9,17082736
759907,4,9,758561
17471312,8,9,17471248
34031616,12,10,17073936
694389,36,9,694356
17483616,26,10,829280
50898432,8,9,50881280
812354,24,10,812304
34374656,50,11,17351680
34019840,10,9,17279248
17611376,12,10,17606496
67371008,10,9,606992
34387712,54,9,17610592
17004096,4,9,484402
17218128,30,9,681266
17549120,16,9,17527824
17148208,18,9,611104
17078112,8,9,17078032
33954816,36,10,16894032
34298880,108,11,17091408
33971200,34,10,17130272
17278544,38,10,685377
17025904,12,9,17020672
33831936,54,9,17025600
34313472,36,10,17413392
67305472,72,11,758544
832834,8,10,832528
34171904,8,9,17221920
33888768,24,9,16885040
17283392,108,11,758800
17471536,170,12,688912
16951104,72,11,685105
67764224,72,10,17410144
33884928,24,10,16823584
834179,8,9,834179
17353632,38,10,834182
34023680,62,10,16947312
833876,24,10,833857
51161344,10,10,51155712
17008192,8,9,549937
16942944,4,9,16938544
34367744,16,9,17602048
17418832,16,9,693537
17611120,8,9,17610576
84579377,24,9,50566144
17024864,36,10,816689
16828240,16,9,816448
17286736,106,12,816721
34036736,20,11,17155904
17213552,30,9,685600
84636722,38,10,742450
34032384,16,10,17082128
17532224,24,9,17532160
17484160,20,10,829729
763749,4,9,750897
34171392,24,10,34169856
34228224,48,11,17082208
16960368,800,13,16960256
84711235,50,11,84711235
34346496,216,13,812304
16880944,20,10,602640
16829296,16,9,16824160
17479504,8,9,17478912
16894336,12,10,825425
16956048,10,10,759328
829507,8,9,828448
763476,16,9,763472
67371008,96,12,803617
34388480,36,10,17611280
829797,24,11,829792
67698688,26,10,624481
84637249,10,9,17261584
67764224,320,10,690021
16956016,14,9,16950272
34024448,24,10,34021632
50841856,24,10,50828544
17606192,36,10,828977
16956016,72,11,16955904
17156208,16,9,554577
17548880,800,12,746816
17216816,48,11,746273
84719973,50,11,834198
17087104,36,10,17086976
833926,36,11,833619
764022,72,11,764022
67305472,10,10,545568
34355968,800,14,17024576
17541488,14,9,17527808
34383616,108,9,17483552
764020,4,9,763970
67895296,36,10,833841
693826,24,9,680464
17419136,72,11,17418000
833926,14,9,825440
34309632,26,10,34277376
34278400,14,9,17549968
17148256,24,9,693520
833653,12,9,755520
17091472,62,12,17077840
17606976,36,10,829763
821092,48,9,554563
17025648,8,10,17025600
33949696,34,11,16811872
34383104,10,10,17483024
17017184,4,9,693809
17279072,36,10,689729
50711040,38,10,17156656
34232320,62,11,17465856
16828224,10,9,475920
17222544,8,9,17222448
34039808,8,10,17270288
34040576,50,10,17261824
34388224,10,9,17610320
33754112,24,11,16828464
34363136,62,11,17593648
34216704,72,11,17478928
84649793,72,10,84636688
833874,8,9,759072
16956048,24,10,16955920
34110464,4,9,34110464
34375936,144,13,825360
17157008,70,11,824912
34227968,12,10,685633
16829312,10,9,16824432
101163008,800,11,17278528
84505376,108,10,694112
17221952,24,10,824896
17090128,16,10,17060096
16938576,8,9,414753
689475,24,9,688912
17213520,24,9,689730
764021,24,9,685379
34360064,96,11,17089824
34036736,38,10,833909
17611120,12,9,17602368
34363392,24,10,17156128
34290688,38,10,17025792
84579856,324,12,834192
833108,10,10,812352
51164416,36,9,17610048
34294784,324,11,17091456
17222272,14,9,829558
17217328,56,9,750369
34216704,16,10,34215680
17279296,24,10,17279232
84715362,8,10,685650
51087104,138,13,17528128
101195776,216,12,50893056
17549936,36,10,834115
16951136,50,12,484641
17353552,8,9,833584
100667392,72,11,33622016
17419168,40,9,829797
67698688,70,11,67698688
17607024,14,9,17606928
829811,10,9,694064
34319360,140,11,17548336
17156752,38,10,17148272
16885584,8,9,684833
17589296,48,10,811808
17611360,14,9,834130
34241280,108,11,17283664
694387,36,11,689968
17401696,24,10,17401632
17541184,122,11,754736
34294784,24,10,17549568
17221952,12,10,17220640
16824688,54,9,759104
829796,8,9,824896
764020,36,10,755506
16893776,46,9,816400
34370560,72,10,17593392
17091488,12,9,834148
17156208,16,9,17139488
17484144,34,10,829812
67698688,100,11,623939
50513408,8,10,50487296
34249728,16,9,34246656
34277888,18,9,16824880
84715604,800,13,829524
17607024,16,9,17606160
16959872,40,10,820786
17419168,28,10,833890
17025120,14,10,17008208
33953536,36,9,33952512
16894880,12,9,16890432
34031872,108,12,33818368
34319360,72,11,17549840
17213824,16,9,624194
16960144,10,10,829250
17471584,124,12,694368
17025088,22,11,803616
17091472,32,11,833924
833910,4,9,825185
34240768,44,10,17471328
34351360,8,9,17602080
34359296,48,11,17596928
17025888,40,9,746544
17090944,72,11,17078304
34019328,32,11,16877376
17418864,110,9,829793
17270352,22,10,484656
17419120,8,9,833824
17091424,14,9,812353
17156704,16,9,828738
17283632,24,10,763664
17091488,50,10,17087008
16824400,10,9,16810784
34376192,10,10,17606768
17467232,8,10,17462576
17610592,36,9,833379
67502080,72,11,759380
67895296,800,12,834178
17217360,12,10,751152
34387456,40,9,17610304
33753856,146,12,16823600
17091424,16,9,17089312
17466400,36,9,689168
34232320,50,11,17466624
17331792,24,10,17331504
84628529,388,10,17518848
17086256,32,10,750608
17012848,72,10,17012240
34307072,4,9,17549056
34380544,48,9,17419056
833907,72,10,824096
34350592,16,11,17580560
