@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute BetCountActingPlayer numeric
@attribute BetCountObservingPlayer numeric
@attribute ActingPlayerOnButton {true,false}
@attribute LastActionObservingPlayer {f,k,c,b1,b2,b3}
@attribute LastActionActingPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired numeric
@attribute DeckSuited numeric
@attribute DeckConnectors numeric

@data
764277,24,0,2,true,b2,c,2,0,2,1
17218128,14,1,1,false,b1,c,2,0,2,2
17417264,24,1,1,false,k,k,2,1,2,2
67502080,71,1,3,true,b1,c,0,1,4,3
17611136,24,1,1,false,k,k,2,1,3,1
833347,12,1,0,false,k,k,1,0,2,1
834181,12,1,0,false,k,k,2,0,2,1
84706627,106,3,0,false,k,k,1,0,4,2
17025680,36,2,0,false,k,k,2,0,2,1
33831680,800,0,2,false,k,k,2,0,2,1
17091200,8,0,1,false,k,k,2,0,3,1
33688576,6,0,1,false,b1,c,1,2,2,1
834196,24,2,0,false,k,k,2,0,2,1
764293,4,0,0,false,k,k,2,0,2,1
16889152,12,1,0,false,k,k,1,0,2,1
17025936,12,0,1,false,k,k,2,0,3,1
67764224,12,1,0,false,k,k,2,1,2,3
34354432,547,1,4,false,b2,c,2,1,2,1
34374912,72,2,1,false,k,k,2,1,3,1
16894336,24,1,1,false,k,k,1,1,2,1
17413984,128,0,3,false,b2,c,2,0,2,1
17602672,48,2,1,false,k,k,2,1,3,1
34229248,36,1,2,true,b1,c,2,1,2,1
17483072,12,0,2,false,b1,c,3,1,2,1
34223616,800,1,4,false,k,k,1,1,2,1
17012800,26,2,0,false,k,k,0,0,3,2
67829760,32,1,2,true,b2,c,2,1,2,1
34032640,48,0,3,true,b2,c,2,0,2,1
67502080,24,0,2,false,b1,c,1,0,3,1
17536848,12,1,0,false,k,k,2,1,2,1
829830,6,0,1,false,b1,c,3,0,2,1
17148272,24,2,0,false,k,k,1,0,2,1
17484656,216,3,1,false,k,k,3,1,2,1
17279280,18,0,2,true,b1,c,1,0,2,2
17549424,36,1,2,false,b1,c,2,0,2,1
17156416,6,0,1,false,b1,c,2,0,3,2
101232640,32,0,3,true,b2,c,1,3,2,1
34088704,56,1,1,false,k,k,0,1,2,1
17339696,38,2,0,false,k,k,1,0,3,1
84510224,36,2,0,false,k,k,1,1,4,2
764022,4,0,0,false,k,k,2,0,2,1
16894880,16,0,1,false,k,k,1,1,3,1
16820272,16,2,0,false,k,k,0,1,2,1
17283456,38,2,0,false,k,k,1,0,2,2
17025648,21,1,1,false,b2,c,2,0,2,1
17287760,12,0,2,false,b1,c,2,0,3,1
34306048,98,1,2,false,k,k,1,1,2,1
17287824,144,1,3,false,k,k,2,0,2,1
17410144,32,0,2,false,k,k,2,0,2,2
34085888,44,1,2,true,b2,c,2,1,2,1
17156704,24,2,0,false,k,k,2,0,2,2
100671488,800,2,2,false,k,k,0,1,3,1
17462320,4,0,0,false,k,k,2,1,2,1
33753856,70,2,1,false,b2,c,0,1,2,2
17611392,28,1,1,false,k,k,3,1,2,1
17466672,30,2,0,false,k,k,1,0,2,1
17611120,7,0,1,true,b2,c,3,1,2,1
825427,36,1,1,false,k,k,1,0,2,1
16889664,4,0,0,false,k,k,0,1,3,1
17541232,24,0,2,false,k,k,2,0,2,1
84720259,21,1,1,true,b2,c,3,0,4,1
34347520,30,2,0,false,k,k,2,1,4,1
67567616,144,3,1,true,b2,c,1,0,3,1
17139520,96,1,2,false,b2,c,0,1,3,1
16951104,4,0,0,false,k,k,0,1,2,3
34101504,24,1,1,false,k,k,1,1,3,1
690019,8,0,1,false,k,k,0,0,2,2
34110464,72,3,0,false,k,k,2,1,2,1
16894320,12,0,2,false,b1,c,2,0,2,1
17537136,36,2,1,false,b1,c,2,1,2,1
834165,24,2,0,false,k,k,2,0,3,1
34277632,800,2,4,false,k,k,2,0,2,1
17471600,72,1,2,false,k,k,2,0,3,3
17549952,144,0,4,true,b1,c,2,0,3,1
17549936,36,1,1,false,k,k,2,1,2,1
833381,14,1,0,false,k,k,1,0,2,1
34236672,16,0,2,false,k,k,2,1,2,2
17606768,36,2,1,false,b1,c,3,1,2,1
34300672,93,1,3,true,b2,c,2,2,3,1
34380288,40,1,2,false,b2,c,4,1,3,1
16816224,800,2,2,false,k,k,0,1,2,2
50907904,16,2,0,false,k,k,1,1,2,1
17288032,12,0,2,false,b1,c,2,0,3,1
17344864,4,0,0,false,k,k,0,1,2,1
50955776,148,1,3,false,k,k,1,0,3,2
820803,36,2,0,false,k,k,0,0,2,2
17287552,8,1,0,false,k,k,2,0,2,2
51038976,800,1,2,false,k,k,4,1,2,1
17344832,18,0,2,false,b1,c,1,0,2,1
834148,4,0,0,false,k,k,2,0,2,1
829524,12,1,0,false,k,k,1,0,2,1
17287808,60,1,2,false,k,k,1,0,3,2
34244096,24,0,3,true,b1,c,2,2,2,1
34167808,72,2,1,false,k,k,3,1,2,1
16829056,20,1,1,true,b1,c,1,1,2,1
33687808,24,1,1,false,b2,c,1,1,2,1
16955504,12,1,0,false,k,k,1,1,2,1
33825536,72,2,1,false,b2,c,0,2,2,1
17218192,34,0,2,false,k,k,2,0,2,2
34277376,4,0,0,false,k,k,2,1,2,1
16960416,12,1,0,false,k,k,3,0,4,1
50579968,270,3,1,false,k,k,1,3,2,1
17611120,8,1,0,false,k,k,3,1,2,1
33762048,18,0,2,false,b1,c,1,1,2,1
33622528,12,1,0,false,k,k,1,1,3,1
67895296,96,0,4,false,b2,c,3,0,3,3
17222528,616,1,5,true,b1,c,1,0,2,1
34020352,54,1,2,false,b1,c,1,1,2,1
17025680,12,1,0,false,k,k,2,1,3,1
17549952,32,1,1,false,k,k,3,0,3,1
17549968,114,1,2,false,k,k,3,0,2,1
17419168,8,1,0,false,k,k,4,1,2,1
16890224,108,2,1,false,k,k,2,0,2,1
34248704,800,1,1,false,k,k,2,2,2,1
34384128,42,2,1,true,b2,c,4,1,2,1
17152352,14,1,0,false,k,k,1,1,3,1
50379264,800,2,1,false,k,k,3,0,2,2
16829344,53,1,2,false,b1,c,2,0,2,1
833653,14,1,0,false,k,k,1,0,3,1
101195776,800,1,0,false,k,k,2,1,3,1
751186,4,0,0,false,k,k,1,0,2,2
17541472,24,2,0,false,k,k,4,1,2,2
16894880,30,1,1,false,k,k,3,0,2,1
17541216,48,0,3,false,k,k,2,1,2,1
16999744,12,0,1,false,k,k,0,1,3,2
17611360,48,0,2,false,k,k,2,0,2,1
17549136,72,3,0,false,k,k,2,0,3,1
829285,36,2,0,false,k,k,1,0,3,2
50767872,84,2,2,false,b2,c,1,1,3,1
17536832,12,1,0,false,k,k,2,0,3,1
34032128,10,1,0,false,k,k,1,2,3,1
16829072,24,2,0,false,k,k,2,0,4,2
67895296,500,3,2,true,b3,c,2,0,3,1
17462816,34,1,1,false,k,k,1,0,3,1
17607040,4,0,0,false,k,k,3,1,3,1
17087120,12,1,0,false,k,k,2,1,3,1
50688768,16,0,2,true,b2,c,0,1,2,1
67371008,14,0,2,false,b1,c,0,0,2,5
34241536,26,2,0,false,k,k,2,1,2,1
33970688,24,2,0,false,k,k,1,1,2,1
34286592,4,0,0,false,k,k,3,1,3,1
17222192,14,1,1,false,b1,c,2,0,2,1
834165,108,2,1,false,k,k,2,0,2,1
759922,8,0,1,false,k,k,1,0,2,2
17602128,4,0,0,false,k,k,2,1,3,1
34225152,18,0,2,false,b1,c,2,2,2,1
16955232,10,1,0,false,k,k,1,0,2,1
17283664,12,1,0,false,k,k,2,0,2,1
67698688,20,1,1,false,b2,c,0,1,2,1
17466688,166,2,2,false,k,k,0,0,3,2
33823232,29,2,1,false,b1,c,1,1,2,1
33622784,16,1,1,false,k,k,0,1,3,2
84576066,105,3,1,false,b1,c,1,0,3,1
34368256,72,1,2,false,k,k,2,1,2,1
34368256,72,1,3,true,b1,c,2,1,2,1
34211840,72,2,1,false,k,k,2,1,3,2
17606736,72,3,0,false,k,k,2,0,3,1
17025088,56,1,2,false,k,k,0,1,2,1
17025680,56,2,1,false,k,k,2,1,2,1
16956016,12,0,2,true,b1,c,2,0,2,1
34167552,36,2,1,false,b1,c,3,1,2,1
17418352,36,2,0,false,k,k,2,0,2,1
17091472,24,2,0,false,k,k,2,0,2,1
33954816,48,2,1,true,b2,c,1,1,3,1
34031872,33,1,2,true,b1,c,1,1,2,1
17156992,21,0,2,true,b2,c,1,1,2,1
17024848,36,2,0,false,k,k,1,1,2,1
17353616,36,1,1,false,k,k,2,0,2,1
33897216,8,0,1,false,b2,c,1,1,2,1
17020768,24,1,1,false,k,k,0,1,2,1
33757184,53,1,2,true,b1,c,0,0,4,2
34306048,108,1,3,false,b1,c,1,0,3,1
34305536,12,1,1,false,b1,c,1,0,2,2
829813,44,1,1,false,k,k,1,0,2,2
16960096,10,1,0,false,k,k,2,0,3,1
34298112,120,1,2,false,b2,c,2,1,2,1
17349232,4,0,0,false,k,k,0,1,2,1
34092800,29,2,1,false,b1,c,0,1,3,1
34211072,92,3,0,false,k,k,2,2,2,1
34245376,36,0,3,false,b1,c,2,2,3,1
67502080,32,1,2,false,b2,c,0,0,3,4
17279040,24,0,2,false,k,k,0,0,2,2
17611072,592,1,4,false,b1,c,2,0,2,1
833651,12,1,0,false,k,k,1,0,2,1
17283728,36,1,2,false,b1,c,2,0,3,1
833651,24,1,1,false,k,k,1,0,2,2
16959824,24,1,1,false,b2,c,1,0,2,3
17532496,48,0,3,true,b2,c,1,0,3,1
17012576,24,2,0,false,k,k,1,0,2,2
764260,72,1,2,false,k,k,1,0,2,1
50510336,208,2,2,false,k,k,1,3,2,1
17549600,12,1,0,false,k,k,3,0,3,1
84644897,48,3,0,false,k,k,1,1,3,1
16960400,108,2,1,false,k,k,1,1,2,1
17156448,60,1,2,false,k,k,1,1,3,2
50641408,14,0,2,true,b1,c,2,1,2,1
17413984,8,0,1,false,k,k,2,0,2,2
84715536,14,1,1,false,b1,c,3,1,4,1
17541504,4,0,0,false,k,k,4,1,2,2
101015552,8,1,0,false,k,k,0,5,2,1
34161152,30,1,2,false,b1,c,2,2,2,1
33691648,24,0,2,true,b2,c,0,0,2,2
34387968,28,1,1,false,k,k,3,1,4,1
764277,14,1,0,false,k,k,2,0,2,1
16894592,14,1,0,false,k,k,2,0,3,1
17016944,84,1,2,false,k,k,1,1,2,1
16951680,4,0,0,false,k,k,2,0,2,1
17078112,32,1,1,false,k,k,1,0,2,1
84720208,508,3,2,false,b3,c,2,0,4,1
17147712,12,1,0,false,k,k,1,0,3,1
17479520,24,2,0,false,k,k,3,1,3,1
34248448,12,1,0,false,k,k,2,0,2,2
759923,48,0,3,true,b2,c,2,0,3,1
34081536,48,1,2,false,k,k,1,1,3,1
16951664,12,1,0,false,k,k,1,0,3,1
34384640,30,1,1,false,k,k,4,1,2,1
50833664,12,1,0,false,k,k,1,3,2,1
34180096,12,0,2,true,b1,c,3,0,2,2
17467200,144,2,2,false,k,k,1,0,2,2
17602400,8,1,0,false,k,k,3,1,3,1
34147328,12,1,0,false,k,k,4,1,3,2
34319360,34,2,0,false,k,k,4,1,3,1
825172,12,0,1,false,k,k,2,0,3,1
17352544,17,0,2,false,b1,c,1,0,2,1
17479504,84,1,3,true,b1,c,2,0,2,1
16886144,24,2,0,false,k,k,1,0,2,2
67829760,24,0,2,true,b2,c,2,0,2,3
100810752,96,0,4,false,b1,c,0,3,2,1
764278,24,1,1,false,b2,c,2,0,3,1
17352512,216,1,3,false,k,k,1,0,2,1
17471600,12,0,1,false,k,k,2,1,2,1
34302976,47,0,3,false,b1,c,2,1,2,1
17353536,26,0,2,true,b2,c,2,0,2,1
834182,4,0,0,false,k,k,2,0,2,2
16958784,14,1,1,false,b1,c,0,0,2,3
829796,12,0,1,false,k,k,2,0,2,1
34309888,40,2,1,false,k,k,2,1,2,1
764019,12,1,0,false,k,k,1,0,2,2
16951680,6,0,1,false,b1,c,2,0,3,2
34245632,20,1,1,false,b2,c,2,2,2,1
17353360,56,2,1,false,k,k,2,0,2,1
34297344,72,1,2,false,k,k,2,1,3,1
34216960,36,2,0,false,k,k,2,1,2,1
17484160,12,1,0,false,k,k,3,1,3,2
764022,4,0,0,false,k,k,2,0,3,1
17090928,6,0,1,true,b1,c,2,0,3,1
16942400,7,0,1,true,b2,c,0,0,2,1
17091472,10,0,1,false,k,k,3,0,2,1
34216704,96,1,2,false,k,k,3,2,2,1
34239488,800,2,2,false,k,k,1,1,3,1
34281984,72,0,4,true,b1,c,2,0,4,1
764005,4,0,0,false,k,k,2,0,2,1
833653,24,2,0,false,k,k,1,0,3,1
17409888,8,0,1,true,b2,c,1,0,3,1
16889952,24,0,2,true,b2,c,1,0,3,1
34343168,36,1,1,false,k,k,2,2,3,1
34388480,36,0,2,false,k,k,4,1,2,1
759923,10,1,0,false,k,k,2,0,3,2
17548592,32,1,1,false,k,k,2,1,2,1
17353616,60,1,2,false,k,k,2,1,2,1
50947072,16,1,1,false,k,k,2,1,2,1
764022,4,0,0,false,k,k,2,0,3,1
17413664,24,2,0,false,k,k,1,0,3,3
17087008,4,0,0,false,k,k,2,0,2,1
34294784,34,0,2,false,k,k,3,1,2,1
16890224,26,0,2,true,b2,c,1,1,2,1
33688320,32,0,3,false,b2,c,0,1,2,1
34233088,36,2,0,false,k,k,2,1,2,1
17279056,800,2,3,false,k,k,0,0,2,2
755506,4,0,0,false,k,k,0,0,2,4
67698688,80,3,1,false,b2,c,1,1,2,1
17213504,16,0,2,false,k,k,1,0,3,2
34347520,800,1,4,false,k,k,3,1,2,1
34376192,30,0,2,true,b2,c,3,1,2,1
34220032,96,0,3,false,k,k,1,0,3,1
17283648,4,0,0,false,k,k,1,1,2,1
17479744,24,2,0,false,k,k,3,1,4,1
694372,800,2,0,false,k,k,2,0,2,1
763458,125,0,4,true,b1,c,2,0,2,1
825188,4,0,0,false,k,k,1,0,2,1
764293,14,1,1,false,b1,c,2,0,2,1
50383616,16,2,0,false,k,k,1,1,2,2
34147328,4,0,0,false,k,k,3,2,2,1
16824704,16,0,2,true,b2,c,1,0,2,1
50370560,48,3,0,false,k,k,1,3,3,1
34383872,288,2,2,false,k,k,2,0,3,1
16829344,14,0,1,false,k,k,2,0,2,1
17216288,8,1,0,false,k,k,1,0,3,1
17288064,24,1,1,false,k,k,1,0,3,1
833652,72,2,1,false,k,k,1,0,2,1
84562704,34,1,2,false,b1,c,1,1,3,2
101019648,48,1,2,true,b2,c,1,2,3,1
34101504,72,1,2,false,k,k,1,1,2,1
50706688,8,0,1,false,b2,c,2,1,2,1
101474304,60,3,0,false,k,k,2,2,3,1
67502080,589,4,1,true,b2,c,0,0,2,3
16947296,4,0,0,false,k,k,0,1,2,1
834149,192,3,1,false,k,k,1,0,3,2
50697984,72,0,3,true,b2,c,0,1,2,1
17086848,14,1,0,false,k,k,0,1,3,1
67829760,540,3,3,true,b1,c,2,1,2,1
17222544,4,0,0,false,k,k,2,0,2,2
17212464,10,1,0,false,k,k,1,1,2,1
34028032,72,1,2,false,b2,c,1,1,2,1
17484672,17,0,2,true,b1,c,3,0,3,1
17532736,90,2,1,false,k,k,1,0,2,1
100990976,6,0,1,false,b1,c,0,2,2,1
17091456,16,0,1,false,k,k,1,1,3,1
17157008,72,2,1,false,k,k,1,1,3,2
759891,4,0,0,false,k,k,1,0,2,1
755540,24,2,0,false,k,k,1,0,2,1
17282368,4,0,0,false,k,k,0,0,3,1
17090656,164,1,1,false,k,k,1,0,2,1
34110464,800,0,2,false,k,k,0,2,2,1
833925,6,0,1,false,b1,c,2,0,3,1
17283408,179,1,4,true,b1,c,1,0,2,1
17610576,32,0,2,false,k,k,2,1,2,1
17287248,16,1,1,false,b2,c,1,0,2,1
17484144,4,0,0,false,k,k,4,1,2,1
16955232,10,1,0,false,k,k,1,0,2,1
33901312,24,2,0,false,k,k,1,1,2,1
34342656,289,1,4,false,b1,c,0,1,2,1
17353312,12,1,0,false,k,k,1,1,2,1
17611408,14,1,0,false,k,k,3,0,3,1
67764224,84,2,2,false,k,k,2,1,2,3
16885600,34,1,1,false,k,k,1,0,3,1
84580145,36,2,0,false,k,k,1,0,4,1
17278256,18,0,2,true,b1,c,1,1,2,1
34364160,12,1,0,false,k,k,3,1,2,1
17087120,28,1,0,false,k,k,1,1,2,2
67829760,18,1,1,false,b1,c,2,0,2,1
17283632,10,1,0,false,k,k,2,0,3,1
17155936,12,1,0,false,k,k,1,0,2,1
16960144,6,0,1,false,b1,c,3,0,4,1
16959056,53,1,2,false,b1,c,1,0,3,1
84576050,108,0,4,false,b1,c,0,1,4,1
759925,800,1,4,false,k,k,2,0,3,1
16886112,12,1,1,false,b1,c,1,0,2,2
34102016,16,1,1,false,k,k,1,1,2,1
34309120,30,1,1,false,b2,c,1,0,2,1
50881792,82,3,0,false,k,k,0,1,2,1
33893120,162,3,1,false,k,k,1,1,2,1
17216832,72,3,0,false,k,k,1,0,3,2
17082736,192,1,3,true,b2,c,2,0,2,1
17479792,4,0,0,false,k,k,3,1,3,1
17348960,4,0,0,false,k,k,1,1,2,1
84571169,145,0,4,true,b1,c,2,1,3,1
16829328,20,0,2,true,b2,c,2,0,2,1
17274432,8,1,0,false,k,k,1,0,2,1
17021312,12,0,1,false,k,k,1,1,2,1
67829760,18,1,1,true,b2,c,2,1,2,2
755284,14,0,1,false,k,k,0,0,2,2
16889664,10,1,0,false,k,k,0,1,3,1
34315264,144,0,4,true,b2,c,3,0,2,1
16960400,12,0,1,false,k,k,2,1,2,1
50366208,7,0,1,true,b2,c,0,1,2,1
829558,18,1,1,false,b1,c,1,0,3,2
17156736,72,1,2,false,k,k,2,0,2,1
33822464,36,0,3,true,b1,c,0,1,2,1
17480064,48,3,0,false,k,k,3,1,2,1
17283728,19,0,2,false,b1,c,2,0,2,2
17606976,42,2,0,false,k,k,3,0,2,1
829796,4,0,0,false,k,k,3,0,2,1
16960400,10,1,0,false,k,k,2,1,2,1
34236672,28,2,0,false,k,k,1,1,2,1
17091168,24,2,0,false,k,k,2,0,2,2
833108,10,1,0,false,k,k,1,0,2,1
17610544,224,3,1,false,k,k,2,0,3,2
16960144,6,0,1,false,b1,c,3,0,4,1
16828992,24,0,2,false,k,k,2,0,3,1
17021568,463,3,1,true,b3,c,2,0,3,1
34224896,54,1,2,true,b1,c,2,2,2,1
16824432,36,1,1,false,k,k,1,0,3,2
17536864,144,1,3,false,b2,c,1,0,2,1
17532736,39,1,2,false,b1,c,2,1,2,1
17483568,21,0,2,true,b2,c,2,0,2,1
34236672,82,1,2,false,k,k,3,1,2,2
17021536,32,1,1,false,k,k,0,1,2,2
50702336,83,2,2,true,b2,c,1,1,2,1
34036736,36,2,0,false,k,k,1,0,2,1
34309376,17,0,2,false,b1,c,1,1,2,1
50898688,800,1,4,false,k,k,0,1,3,1
34146048,54,0,3,true,b1,c,1,0,4,1
67633152,7,0,1,true,b2,c,1,0,3,3
50693120,20,1,1,false,k,k,0,1,3,1
17484672,48,0,3,false,k,k,3,0,2,1
67633152,144,1,3,true,b1,c,0,0,3,3
821076,4,0,0,false,k,k,1,0,2,1
34229248,36,0,3,true,b1,c,2,1,2,1
17222288,12,0,1,false,k,k,2,1,2,2
84431888,12,1,0,false,k,k,1,0,4,1
100708352,800,2,2,false,k,k,4,1,2,1
829558,12,1,0,false,k,k,2,0,2,1
17483888,102,1,2,false,k,k,1,0,3,2
17479520,36,0,2,false,k,k,3,1,3,1
16956000,14,0,1,false,k,k,2,0,2,1
17414768,288,3,1,false,k,k,2,0,3,1
33622528,34,1,2,false,b1,c,1,1,3,2
34220032,174,2,3,true,b1,c,1,0,3,1
17020224,12,1,0,false,k,k,0,1,3,2
16894880,4,0,0,false,k,k,3,0,3,2
829813,18,0,2,true,b2,c,1,0,2,1
829267,552,2,1,false,k,k,0,0,2,2
34178560,800,1,4,false,k,k,0,1,3,1
829813,44,1,1,false,k,k,1,0,2,2
33762048,236,1,3,false,k,k,1,1,2,2
17349232,24,2,0,false,k,k,2,0,3,1
829541,14,1,0,false,k,k,2,0,3,1
17283728,36,1,1,false,k,k,2,0,3,1
17611136,10,1,0,false,k,k,3,1,2,1
34174976,42,0,3,true,b2,c,1,1,2,2
100954112,56,1,2,true,b2,c,1,1,2,1
17222512,4,0,0,false,k,k,1,1,3,1
17157024,32,1,1,false,k,k,2,0,2,1
34384640,32,0,2,true,b1,c,3,1,2,1
16829040,12,1,0,false,k,k,1,1,3,1
34383872,34,2,1,true,b2,c,3,1,3,1
34028544,10,1,1,false,b1,c,1,1,2,1
33757440,24,2,0,false,k,k,1,1,2,2
17222512,12,0,1,false,k,k,2,1,2,1
829797,800,1,2,false,k,k,2,0,2,1
16959872,17,1,1,false,b1,c,1,1,3,1
17283680,8,0,1,false,k,k,2,1,2,1
33830144,12,0,1,false,k,k,0,2,3,1
34155264,78,2,1,false,k,k,2,0,2,1
50578944,36,2,0,false,k,k,1,1,2,1
34286592,24,2,0,false,k,k,3,1,3,1
16815968,800,2,1,false,k,k,1,0,3,3
17392928,86,1,2,false,b1,c,1,0,2,1
764293,14,0,2,true,b1,c,2,0,2,1
17090672,10,1,0,false,k,k,0,1,2,1
16890480,14,1,1,false,b1,c,1,1,3,1
16885600,38,2,0,false,k,k,1,0,2,2
833618,20,1,1,false,k,k,1,0,2,2
17274976,8,0,1,false,k,k,0,0,2,2
17541488,36,1,1,false,k,k,2,0,3,1
17331760,8,0,1,false,b2,c,0,0,2,2
33688320,4,0,0,false,k,k,1,1,2,1
16951408,36,2,0,false,k,k,1,1,2,1
101367808,508,1,4,true,b3,c,4,1,2,1
84711524,144,3,2,false,b1,c,1,0,3,1
834181,54,1,2,false,b1,c,2,0,2,1
34244352,16,2,0,false,k,k,1,0,3,1
101453824,4,0,0,false,k,k,3,3,2,1
67371008,48,0,3,true,b2,c,0,0,3,3
101421056,800,2,2,false,k,k,3,1,3,2
17082672,12,1,0,false,k,k,1,0,2,2
34307072,72,1,2,false,b2,c,3,1,2,1
34171648,19,1,1,false,b1,c,2,2,2,1
17012304,4,0,0,false,k,k,0,0,2,2
67895296,52,1,2,true,b2,c,5,2,3,1
101040128,18,1,1,false,b1,c,2,1,2,1
34151168,42,1,1,false,k,k,3,1,2,2
33883648,8,0,1,false,b2,c,0,1,2,2
51033344,24,2,0,false,k,k,2,1,3,1
834182,16,2,0,false,k,k,2,0,2,1
33823232,36,2,0,false,k,k,0,1,2,1
834166,84,1,1,false,k,k,2,0,2,1
17222512,48,0,3,true,b2,c,1,0,2,1
16881760,10,1,0,false,k,k,1,0,2,2
829795,4,0,0,false,k,k,2,0,2,1
17286736,14,1,1,false,b1,c,1,1,2,1
16877104,24,2,0,false,k,k,0,0,2,4
34318080,30,1,2,false,b1,c,3,1,2,1
17483872,38,2,0,false,k,k,2,0,2,1
34101760,56,2,1,false,k,k,1,1,3,1
34376448,42,0,3,false,b1,c,1,1,2,1
16960416,14,1,0,false,k,k,2,1,2,1
33692160,36,2,0,false,k,k,1,1,2,1
16894320,24,2,0,false,k,k,1,1,2,1
17471328,116,1,3,true,b1,c,1,0,2,2
33754112,26,1,1,false,k,k,1,2,2,1
17611120,36,1,1,false,k,k,2,0,2,1
829558,24,1,1,false,k,k,2,0,3,1
50698240,55,1,2,true,b2,c,0,3,3,1
34355712,29,2,1,false,b1,c,2,1,3,1
833906,288,1,3,true,b1,c,1,0,2,3
17606496,6,0,1,false,b1,c,2,1,2,1
834182,800,1,2,false,k,k,2,0,2,2
17419168,86,0,3,true,b1,c,3,0,2,1
51069440,87,2,2,true,b2,c,2,1,2,3
34355200,102,1,3,false,b1,c,1,0,2,1
50837504,162,3,1,true,b2,c,1,0,3,2
17021296,4,0,0,false,k,k,1,1,2,1
833653,4,0,0,false,k,k,2,0,2,1
17353360,36,1,2,true,b1,c,2,0,2,1
17414704,12,0,2,false,b1,c,3,0,2,2
17484656,21,0,2,true,b2,c,3,1,2,1
17213264,12,1,0,false,k,k,0,0,3,3
17340256,8,1,0,false,k,k,1,0,2,3
34302464,38,2,0,false,k,k,2,0,2,1
17419168,44,1,1,false,k,k,3,0,2,1
84720208,144,1,3,true,b2,c,2,0,4,1
16829328,68,2,1,false,k,k,3,0,3,1
16890224,8,0,1,false,k,k,1,1,2,2
16890480,29,2,1,false,b1,c,1,1,2,1
17610864,10,1,0,false,k,k,3,1,4,1
34315264,162,1,3,false,b1,c,4,1,2,2
34286592,12,0,1,false,k,k,2,1,3,2
764261,20,0,2,true,b2,c,2,0,2,1
33967104,88,1,2,true,b2,c,0,1,3,1
16890496,12,1,0,false,k,k,1,1,3,1
51025664,20,1,1,false,k,k,2,1,2,1
17549152,216,2,2,false,k,k,1,0,2,2
67567616,82,1,3,true,b2,c,1,0,3,1
17348432,17,0,2,false,b1,c,1,1,2,1
17217616,30,2,0,false,k,k,1,0,2,1
17541472,63,1,3,true,b1,c,2,0,3,1
50776320,108,0,4,true,b1,c,1,1,2,2
17157024,12,1,0,false,k,k,1,1,2,1
33954816,108,2,1,false,k,k,0,1,2,2
34372352,26,2,0,false,k,k,3,1,2,1
84715570,800,1,4,false,k,k,0,1,3,1
16885856,38,0,2,false,k,k,1,0,2,2
834195,12,1,0,false,k,k,3,0,2,1
84711524,484,3,2,false,b3,c,1,0,3,1
17021296,24,2,0,false,k,k,1,1,2,1
34347264,508,3,2,true,b3,c,2,1,2,1
34225152,24,2,0,false,k,k,2,2,2,1
17536864,12,0,1,false,k,k,1,0,3,1
17025936,36,0,2,false,k,k,2,0,2,1
17090400,24,0,2,false,k,k,1,1,3,1
16956048,800,2,2,false,k,k,2,1,2,1
820547,8,0,1,false,k,k,1,0,3,1
34040320,800,2,2,false,k,k,1,0,2,2
67436544,29,2,1,false,b1,c,0,0,2,4
17549696,24,2,0,false,k,k,3,0,3,1
67436544,72,0,4,false,b1,c,0,0,3,4
34237440,108,2,1,false,k,k,2,1,4,1
17541488,108,3,0,false,k,k,4,1,3,2
833925,36,2,0,false,k,k,2,0,2,1
67633152,23,2,1,true,b1,c,0,0,3,3
84720225,28,1,1,false,k,k,2,1,4,1
84497424,12,1,0,false,k,k,1,1,4,1
759909,8,0,1,false,k,k,1,0,2,1
16947280,6,0,1,false,b1,c,1,0,3,2
34163456,36,2,0,false,k,k,2,1,2,1
16960144,43,1,2,false,b1,c,1,1,2,2
834164,12,1,0,false,k,k,2,0,2,1
17279312,36,1,1,false,k,k,2,0,2,1
34212608,4,0,0,false,k,k,3,1,3,1
33962496,12,1,0,false,k,k,0,2,2,1
34110464,216,1,3,false,k,k,2,1,2,1
67829760,14,0,2,true,b1,c,3,1,3,3
829831,12,1,0,false,k,k,3,0,2,3
34314752,144,2,1,false,k,k,3,0,2,3
17483888,18,1,1,false,b1,c,2,0,2,1
16960416,568,2,4,true,b1,c,3,0,2,2
34085376,532,2,2,true,b2,c,1,0,2,2
17078096,16,1,0,false,k,k,0,0,3,2
33692672,547,1,4,false,b3,c,1,0,2,3
17414736,28,1,1,false,k,k,3,0,2,2
17025952,28,1,1,false,k,k,1,1,2,1
67895296,36,1,1,false,k,k,3,0,2,2
17611392,12,1,0,false,k,k,2,0,2,1
834182,14,0,1,false,k,k,2,0,2,1
17541456,12,1,0,false,k,k,4,1,3,2
16955232,8,1,0,false,k,k,1,0,2,1
17288096,12,1,0,false,k,k,3,0,2,1
17339984,4,0,0,false,k,k,1,1,3,1
67436544,800,1,2,false,k,k,1,0,2,2
34081792,72,2,1,false,k,k,0,2,2,1
816706,8,1,0,false,k,k,1,0,3,2
833893,14,1,0,false,k,k,2,0,3,1
34294784,12,1,0,false,k,k,4,1,2,1
101134336,24,1,1,false,k,k,1,3,2,1
33758208,8,0,1,false,k,k,1,1,2,1
17348976,12,0,1,false,k,k,1,1,2,1
17274912,12,1,0,false,k,k,1,0,4,2
