@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute BetCountActingPlayer numeric
@attribute BetCountObservingPlayer numeric
@attribute ActingPlayerOnButton {true,false}
@attribute LastActionObservingPlayer {f,k,c,b1,b2,b3}
@attribute LastActionActingPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired numeric
@attribute DeckSuited numeric
@attribute DeckConnectors numeric

@data
750915,8,0,1,false,k,k,1,0,3,2
51038976,12,1,0,false,k,k,4,3,3,1
34178560,80,3,1,false,b2,c,1,1,2,1
34211840,144,1,3,false,k,k,1,1,2,1
833636,4,0,0,false,k,k,2,0,2,1
17414256,18,0,2,false,b1,c,2,0,2,2
101040128,472,2,3,true,b3,c,1,3,2,1
34028288,14,1,0,false,k,k,1,1,2,2
50768128,128,2,2,true,b2,c,1,1,2,1
17143920,144,0,4,true,b2,c,1,0,2,2
34110464,14,1,1,false,b1,c,2,1,2,1
17610864,44,1,1,false,k,k,1,0,2,1
34277376,8,1,0,false,k,k,1,0,3,2
34024192,8,0,1,false,k,k,1,1,2,1
33885184,14,1,1,false,b1,c,1,1,3,1
67895296,36,0,3,true,b1,c,4,1,2,2
764278,4,0,0,false,k,k,2,0,2,1
67829760,108,0,4,false,b1,c,2,0,2,1
34151424,6,0,1,false,b1,c,3,1,3,1
34376448,12,1,0,false,k,k,2,1,2,1
834198,24,0,2,true,b2,c,3,0,2,2
825445,192,1,3,true,b2,c,1,0,3,2
764291,24,2,0,false,k,k,1,0,2,2
34220288,72,1,3,false,b1,c,1,1,3,1
832834,6,0,1,false,b1,c,2,0,4,1
17484160,4,0,0,false,k,k,3,1,2,2
34302464,36,2,0,false,k,k,3,1,2,1
17353312,12,1,1,false,b1,c,1,0,2,1
84436289,90,2,1,false,b2,c,1,0,3,3
16956048,6,0,1,false,b1,c,3,0,3,2
34085120,8,0,1,false,k,k,0,2,2,1
34244864,36,2,1,false,b1,c,2,2,2,1
833651,28,1,0,false,k,k,1,0,2,2
34372352,130,0,4,false,b1,c,3,0,2,1
17025680,589,4,1,true,b2,c,3,0,2,1
755267,8,1,0,false,k,k,0,0,2,2
34228992,24,1,1,false,k,k,1,2,2,1
763749,8,0,1,true,b2,c,1,0,3,1
34106368,14,0,2,true,b1,c,1,2,2,1
34163712,8,1,0,false,k,k,3,2,2,1
34081536,6,0,1,false,b1,c,0,1,2,1
16959312,24,0,2,false,k,k,1,0,2,3
17413680,6,0,1,false,b1,c,2,0,3,2
829285,12,1,0,false,k,k,1,0,3,2
50382848,232,2,3,false,b1,c,0,1,2,2
34154496,20,1,1,false,k,k,1,0,3,2
17353584,28,1,1,false,k,k,2,0,3,1
33692416,144,2,2,false,k,k,1,1,2,1
17200448,22,1,1,true,b2,c,0,0,2,1
17349216,14,1,0,false,k,k,1,1,2,1
17221712,8,0,1,false,k,k,1,1,2,1
17288080,463,3,1,true,b3,c,1,1,2,1
34167808,28,1,1,false,k,k,3,1,2,1
34249472,96,1,2,true,b1,c,3,1,2,1
50967552,137,0,4,true,b1,c,2,0,3,2
17069648,24,1,1,false,k,k,0,0,3,1
816707,12,1,0,false,k,k,0,0,2,1
17353632,14,1,0,false,k,k,3,0,3,1
17090864,36,1,1,false,k,k,1,0,2,2
67633152,84,2,0,false,k,k,0,0,2,4
34380288,230,1,3,false,k,k,3,1,2,1
16956000,24,2,0,false,k,k,2,0,2,1
17414784,8,1,0,false,k,k,3,1,2,2
829830,24,1,1,false,k,k,1,0,2,1
17279312,24,2,0,false,k,k,2,0,2,2
17532736,36,1,1,false,k,k,2,1,2,1
34175488,36,2,1,false,b1,c,2,0,3,2
50374912,48,3,0,false,k,k,1,3,3,1
34364160,595,3,3,true,b2,c,3,0,2,1
17419168,96,2,1,false,k,k,3,0,2,1
34106112,60,1,2,false,k,k,0,1,2,2
17602112,12,0,1,false,k,k,1,0,2,2
17090672,88,2,1,false,k,k,1,1,3,1
834149,24,2,0,false,k,k,3,0,2,1
33760768,24,2,0,false,k,k,0,1,3,2
17091216,24,2,0,false,k,k,2,0,2,1
17287824,24,2,0,false,k,k,2,0,3,1
16885872,24,2,0,false,k,k,0,0,2,2
17016928,30,2,0,false,k,k,1,0,2,1
755556,252,2,1,false,k,k,0,0,2,1
34374912,36,1,1,false,k,k,2,1,3,1
17532208,144,3,1,false,k,k,1,0,2,1
17549680,36,1,1,false,k,k,2,0,2,1
34302208,8,0,1,false,b2,c,2,2,3,1
834198,36,1,1,false,k,k,3,0,2,2
17288032,24,0,3,true,b1,c,2,0,2,1
17222432,6,0,1,false,b1,c,2,0,2,1
67698688,162,0,4,false,b1,c,2,0,2,1
17549696,32,0,3,true,b2,c,3,1,3,1
17351728,48,2,1,false,k,k,1,1,2,2
17589552,54,1,2,false,b1,c,1,0,2,2
16889968,48,2,1,false,k,k,1,0,2,1
17218160,88,0,4,true,b1,c,1,0,2,1
17353632,4,0,0,false,k,k,3,0,3,1
67698688,8,1,0,false,k,k,1,0,2,2
84650051,800,1,2,false,k,k,1,0,3,2
17021552,24,2,0,false,k,k,2,0,2,1
34281472,584,1,3,true,b1,c,1,1,2,1
17091200,12,0,2,true,b1,c,1,0,2,2
51156992,8,0,1,false,k,k,3,3,2,1
16959840,8,1,0,false,k,k,2,0,2,3
34036224,12,0,2,false,b1,c,1,1,3,1
17540656,628,3,3,true,b1,c,2,0,2,1
17155632,12,1,0,false,k,k,0,1,3,2
17532224,24,2,0,false,k,k,1,0,2,2
17155632,8,0,1,true,b2,c,0,1,2,2
17279328,37,2,1,false,b1,c,1,0,2,2
16947008,6,0,1,false,b1,c,1,0,2,1
16829296,16,1,0,false,k,k,1,0,2,1
34171392,84,2,2,false,b1,c,2,0,2,1
17602400,14,0,2,false,b1,c,2,0,3,1
33762304,26,2,0,false,k,k,1,1,2,1
17274928,20,1,1,false,k,k,1,0,3,2
17611136,800,2,2,false,k,k,2,0,2,1
17152064,24,0,2,false,k,k,1,0,3,1
34318080,120,0,4,true,b2,c,3,1,3,1
16942928,24,2,0,false,k,k,0,0,3,1
17467200,12,1,0,false,k,k,1,0,3,1
17086768,72,3,0,false,k,k,1,1,2,2
834182,18,1,1,false,b1,c,2,0,3,1
101101568,17,1,1,true,b1,c,2,2,2,1
33954816,24,0,2,true,b2,c,0,1,3,2
763749,12,1,0,false,k,k,1,0,3,1
821076,12,0,1,false,k,k,0,0,2,3
17148288,16,2,0,false,k,k,2,0,2,2
17483872,24,1,1,false,k,k,2,0,3,1
34290688,52,1,2,false,k,k,3,1,2,1
17279360,607,1,4,false,b1,c,0,1,3,2
34171648,28,1,1,false,k,k,2,0,2,1
17152544,72,2,1,false,k,k,1,0,3,3
17287520,640,1,5,true,b1,c,1,0,2,1
17283456,48,1,1,false,k,k,1,0,2,3
764005,8,0,1,false,k,k,1,0,2,1
33622784,4,0,0,false,k,k,1,2,2,2
17021584,4,0,0,false,k,k,2,0,2,1
16894544,12,1,0,false,k,k,1,1,2,1
17073952,12,0,2,true,b1,c,0,0,3,1
685618,4,0,0,false,k,k,1,0,3,1
34248448,4,0,0,false,k,k,4,2,2,1
17213776,12,0,1,false,k,k,1,0,3,2
50575872,90,3,0,false,k,k,1,1,3,1
17152304,36,1,2,false,b1,c,2,0,3,1
829831,8,1,0,false,k,k,2,0,3,1
764261,26,0,2,true,b2,c,2,0,2,1
33823232,8,1,0,false,k,k,0,1,2,1
17086544,8,1,0,false,k,k,1,0,3,1
755539,14,1,0,false,k,k,0,0,2,1
33622784,800,1,1,false,k,k,2,1,2,1
34342144,16,0,2,true,b2,c,2,1,2,1
17419168,72,2,1,false,k,k,3,0,2,1
17155904,12,1,0,false,k,k,1,0,3,1
33831680,36,1,2,false,b1,c,1,1,2,1
33954304,12,1,0,false,k,k,1,1,2,1
17527584,108,2,1,false,k,k,1,0,3,4
17466960,78,1,2,true,b1,c,2,1,2,1
34364160,12,0,2,false,b1,c,3,1,2,1
34360064,72,1,3,false,b1,c,2,1,2,1
67895296,14,0,2,true,b1,c,3,1,2,1
16893792,8,1,0,false,k,k,1,0,3,2
50645248,12,0,1,false,k,k,1,1,3,1
755557,4,0,0,false,k,k,1,0,3,1
829285,8,1,0,false,k,k,1,0,2,2
51161088,48,0,3,true,b2,c,3,1,2,1
829541,14,1,1,false,b1,c,1,0,2,1
34248704,56,1,2,false,k,k,2,1,2,1
834164,800,1,2,false,k,k,1,0,3,1
17401680,91,0,4,true,b1,c,1,0,2,1
17549920,84,1,2,false,k,k,2,0,2,1
34249728,800,2,3,false,k,k,3,1,2,1
84650272,800,2,4,false,k,k,1,0,3,1
17287264,24,2,0,false,k,k,0,0,2,3
825461,144,2,2,false,k,k,0,0,3,1
624483,24,1,1,false,b2,c,1,0,2,2
34151168,800,2,3,false,k,k,3,1,2,2
17152576,28,1,1,false,k,k,1,1,3,1
17593936,56,0,3,true,b1,c,1,0,3,2
51165696,88,1,3,false,b1,c,4,1,3,1
34175744,24,0,2,true,b2,c,2,1,2,2
833654,4,0,0,false,k,k,1,0,4,1
17279360,24,2,0,false,k,k,1,0,2,2
34359808,72,1,2,false,k,k,2,1,2,1
834183,72,1,2,false,k,k,2,0,2,1
33761536,8,0,1,false,k,k,1,1,3,2
34224896,34,2,0,false,k,k,3,1,3,1
16894848,4,0,0,false,k,k,1,0,2,2
17484064,800,3,0,false,k,k,2,0,2,3
84440625,32,0,3,true,b2,c,0,0,3,1
17155904,204,2,1,false,k,k,1,0,3,1
17340208,42,0,2,false,k,k,1,0,2,2
34285824,48,0,3,true,b2,c,1,1,2,1
100798464,96,0,4,false,b1,c,0,3,2,1
17549936,288,3,2,false,k,k,2,0,3,1
33963008,16,1,1,false,k,k,1,1,3,1
33884160,6,0,1,false,b1,c,0,1,2,2
764021,96,2,1,false,k,k,2,0,2,1
101355520,472,3,2,true,b3,c,4,1,2,1
17287808,589,4,1,true,b2,c,2,0,3,1
17344864,4,0,0,false,k,k,2,0,2,2
17471328,8,0,1,false,b2,c,2,1,2,1
16873008,6,0,1,false,b1,c,0,0,3,2
17279328,24,0,2,false,k,k,2,0,3,1
34101504,38,2,0,false,k,k,1,1,2,1
34166528,12,0,2,false,b1,c,1,1,2,1
34368256,4,0,0,false,k,k,3,1,2,1
34024448,6,0,1,false,b1,c,1,2,3,1
34235392,8,1,0,false,k,k,2,2,2,1
17278544,6,0,1,false,b1,c,1,0,3,2
17549920,8,1,0,false,k,k,4,1,2,1
17610832,8,0,1,false,k,k,2,1,3,1
17078368,8,1,0,false,k,k,0,0,2,2
17349232,14,1,1,false,b1,c,2,0,3,1
16947264,16,1,1,false,b2,c,1,0,2,2
17349264,12,1,0,false,k,k,1,1,2,1
17528400,37,0,3,true,b1,c,1,0,2,1
16894336,14,1,0,false,k,k,0,1,3,2
34089984,32,1,2,false,b2,c,0,1,3,1
17090672,4,0,0,false,k,k,1,1,2,1
17353312,36,2,1,false,b1,c,1,0,2,1
16894880,800,2,1,false,k,k,3,0,2,1
34104576,36,2,1,false,b1,c,0,0,2,1
101425152,52,1,2,true,b2,c,5,2,3,1
33752576,14,0,2,false,b1,c,0,1,2,1
17221712,12,1,0,false,k,k,1,1,2,1
17139264,24,2,0,false,k,k,0,0,2,2
84505376,24,2,0,false,k,k,2,0,4,1
17418336,48,1,1,false,k,k,2,1,2,1
17540688,68,2,2,true,b1,c,2,0,3,2
17157008,28,1,1,false,k,k,3,0,2,1
17082752,36,2,0,false,k,k,1,0,3,2
51095296,63,1,2,false,b1,c,3,1,2,1
17353360,4,0,0,false,k,k,3,0,2,2
624195,12,1,0,false,k,k,1,0,2,2
17348160,4,0,0,false,k,k,1,1,3,1
34016256,116,2,2,false,k,k,0,2,2,1
16894816,36,0,2,false,k,k,2,0,2,2
34147328,8,0,1,false,b2,c,3,2,2,1
834199,10,1,0,false,k,k,3,0,2,1
829284,16,0,2,true,b2,c,1,0,2,2
34155520,15,1,1,false,b1,c,2,0,3,1
833924,90,2,1,false,k,k,1,0,2,1
33883648,164,1,1,false,k,k,0,1,2,2
17025632,432,2,3,false,b2,c,0,1,3,2
17610576,14,1,0,false,k,k,2,0,2,1
84624144,24,2,0,false,k,k,1,0,4,3
833653,24,0,3,true,b1,c,2,0,2,1
16894832,16,2,0,false,k,k,2,0,3,1
67895296,562,2,3,true,b2,c,3,0,3,3
33827584,36,1,1,false,k,k,0,1,3,1
33827840,6,0,1,false,b1,c,0,1,3,3
17021552,4,0,0,false,k,k,1,1,2,1
16824160,7,0,1,true,b2,c,1,0,2,1
16829296,12,1,0,false,k,k,1,0,2,1
16894608,24,2,0,false,k,k,2,1,2,2
67895296,25,1,1,false,b2,c,4,0,3,1
17073440,18,1,1,false,k,k,0,1,2,1
763732,72,2,2,true,b1,c,2,0,2,1
17091184,18,1,1,false,k,k,2,0,2,1
34294784,800,2,2,false,k,k,3,1,3,1
50841856,24,2,0,false,k,k,1,3,2,1
17549952,32,0,2,false,k,k,3,0,2,1
33954816,36,1,2,false,b1,c,0,1,3,2
34293760,24,1,1,false,k,k,1,1,2,1
17536576,14,0,2,true,b1,c,2,0,2,1
16960384,4,0,0,false,k,k,2,1,3,1
33954048,196,3,2,false,k,k,1,0,2,1
33958912,108,3,0,false,k,k,1,1,3,1
17536848,4,0,0,false,k,k,2,1,2,1
34241536,12,1,0,false,k,k,3,2,2,1
34028288,42,2,1,false,b2,c,1,0,3,1
16885840,14,1,0,false,k,k,1,0,2,1
16829328,4,0,0,false,k,k,1,1,2,1
16956032,16,0,1,false,k,k,2,0,2,1
50972160,72,3,0,false,k,k,3,1,2,1
16955776,8,1,0,false,k,k,1,1,2,1
829282,36,1,1,false,k,k,1,0,3,1
51156992,4,0,0,false,k,k,3,3,2,1
833651,12,1,0,false,k,k,1,0,2,1
134938624,48,3,0,false,k,k,2,0,5,2
17274976,8,0,1,false,k,k,1,1,2,1
17611376,42,0,3,true,b2,c,4,1,2,1
16820608,24,2,1,false,b1,c,2,0,3,1
34097920,216,3,2,true,b1,c,1,1,2,1
16951392,8,1,0,false,k,k,1,0,2,1
17213824,12,1,0,false,k,k,1,0,2,1
17286688,296,1,2,false,k,k,1,0,2,3
17213824,8,0,1,true,b2,c,2,0,2,2
17139264,108,3,1,true,b1,c,0,0,2,1
101351424,800,2,2,false,k,k,2,1,2,1
17287520,48,1,1,false,k,k,0,1,2,1
16942672,8,0,1,false,k,k,0,0,2,1
101453824,12,1,1,false,b1,c,3,3,2,1
34387968,30,2,1,false,b1,c,3,1,2,1
825428,6,0,1,false,b1,c,1,0,2,2
67829760,54,1,3,false,b1,c,2,0,2,1
825445,18,1,1,false,b1,c,1,0,2,1
17611376,4,0,0,false,k,k,3,1,2,1
17151008,144,1,3,false,k,k,0,0,3,3
17601856,60,3,0,false,k,k,2,0,3,2
33970944,90,0,4,true,b1,c,2,0,2,2
17414256,120,1,2,false,k,k,2,0,2,2
34155264,12,1,1,false,b1,c,2,1,3,1
17204272,36,1,1,false,k,k,0,0,2,1
17353552,21,1,1,false,b1,c,2,0,3,1
33893376,24,2,0,false,k,k,2,1,2,1
16893776,4,0,0,false,k,k,1,1,3,1
33692160,29,2,1,false,b1,c,1,1,2,1
34219776,14,1,1,false,b1,c,2,1,2,1
67567616,24,2,0,false,k,k,0,0,3,4
829814,12,1,0,false,k,k,2,0,3,1
34106112,54,1,2,false,b1,c,0,2,3,2
16894784,21,1,1,false,b1,c,1,1,2,2
17611408,8,1,0,false,k,k,4,0,2,1
759636,12,1,1,false,b1,c,2,0,3,1
17410128,108,1,3,false,b1,c,1,0,4,1
34215424,16,1,1,false,b2,c,1,1,3,2
17287552,6,0,1,false,b1,c,1,1,2,2
17549680,144,2,1,false,k,k,2,0,4,1
834197,6,0,1,false,b1,c,3,0,3,1
17283152,29,2,1,false,b1,c,1,0,2,1
16959552,38,2,0,false,k,k,0,0,3,3
833923,96,2,1,false,k,k,2,0,3,1
34372352,48,0,3,true,b2,c,4,1,2,1
84706866,6,0,1,false,b1,c,2,1,4,1
17610848,14,0,2,false,b1,c,2,0,2,1
67633152,84,1,2,false,k,k,1,0,2,3
17348448,72,3,0,false,k,k,1,0,2,3
17288032,16,1,1,false,k,k,2,0,2,1
829830,4,0,0,false,k,k,3,0,2,2
16824672,4,0,0,false,k,k,1,0,3,1
764020,24,0,2,true,b2,c,2,0,2,1
17222272,12,1,0,false,k,k,1,1,2,1
17209168,88,1,2,false,k,k,1,0,2,2
84580468,100,3,0,false,k,k,2,0,4,1
759909,10,1,0,false,k,k,2,0,2,2
16886096,4,0,0,false,k,k,2,0,3,2
17549968,108,1,2,false,k,k,5,1,2,1
34248192,45,1,2,false,b1,c,3,1,2,1
100798464,60,1,2,false,b2,c,0,3,2,1
17020752,12,0,1,false,k,k,1,0,3,2
17156976,18,0,2,true,b1,c,1,0,3,2
17484688,36,2,1,false,b1,c,4,0,2,1
17082752,32,2,0,false,k,k,1,0,2,2
17082736,16,0,2,true,b2,c,2,0,2,1
17540960,24,2,0,false,k,k,2,0,2,1
34032640,18,0,2,true,b1,c,2,0,2,1
34028032,48,2,1,false,b1,c,1,1,2,1
17016928,24,2,0,false,k,k,1,0,2,1
764019,12,1,0,false,k,k,1,0,2,2
17548880,48,0,3,false,k,k,2,0,2,1
34298880,24,2,0,false,k,k,2,1,2,1
50430976,8,1,0,false,k,k,0,3,2,1
17222512,24,1,1,false,k,k,1,0,2,1
17409616,4,0,0,false,k,k,2,0,2,1
17282096,4,0,0,false,k,k,1,0,2,2
34388480,48,0,3,true,b2,c,4,1,2,1
34163456,48,2,1,false,k,k,2,2,2,1
17353632,48,1,1,false,k,k,2,0,2,1
34227456,36,2,1,false,b1,c,2,1,2,1
33692672,164,1,1,false,k,k,1,0,2,1
17611088,24,1,1,false,b2,c,3,0,2,1
755284,14,0,1,false,k,k,0,0,2,1
16828800,144,2,1,false,k,k,0,1,3,1
694373,4,0,0,false,k,k,2,0,3,2
17414704,6,0,1,false,b1,c,3,1,2,2
17480048,4,0,0,false,k,k,3,0,3,2
17218160,19,0,2,false,b1,c,2,0,2,1
100704256,20,1,1,false,k,k,1,3,2,1
34307072,36,2,0,false,k,k,2,0,4,2
34363648,48,0,3,false,b2,c,2,0,2,1
101355520,544,1,4,true,b2,c,4,1,2,1
833909,12,1,0,false,k,k,2,0,2,1
67305472,14,1,0,false,k,k,0,0,3,4
33900288,10,1,1,false,b1,c,0,1,3,2
84644914,78,2,1,false,k,k,1,1,4,2
34081792,36,2,0,false,k,k,1,1,2,1
821076,12,1,0,false,k,k,0,0,3,1
33963008,162,2,3,true,b1,c,0,2,2,1
17157024,19,1,1,false,b1,c,3,0,2,1
16828784,108,3,0,false,k,k,2,0,2,1
34302976,108,2,1,false,k,k,2,1,4,1
17419056,800,1,2,false,k,k,2,0,3,1
34097920,112,3,1,false,k,k,1,1,2,1
694339,24,2,0,false,k,k,1,0,4,3
16894880,12,1,0,false,k,k,3,0,3,2
51069440,454,1,3,false,b3,c,2,1,2,3
84362016,24,1,1,false,k,k,1,0,4,1
17479760,14,1,1,false,b1,c,2,1,2,1
34314752,16,2,0,false,k,k,3,1,2,2
16954944,24,1,1,false,k,k,1,0,3,3
100810752,24,1,1,false,b1,c,1,3,2,1
50711040,8,1,0,false,k,k,2,1,2,1
67502080,12,0,1,false,k,k,1,0,2,3
17352544,12,1,0,false,k,k,0,1,3,1
17278512,16,0,1,false,k,k,0,1,3,2
834197,8,1,0,false,k,k,3,0,3,1
17410160,24,2,0,false,k,k,3,1,2,1
16886144,12,0,1,false,k,k,2,0,3,3
34175488,36,1,1,false,k,k,2,0,3,2
67829760,12,1,0,false,k,k,3,0,2,3
694389,18,0,2,true,b2,c,1,0,2,1
33949440,378,2,3,false,b1,c,0,1,2,2
34170880,800,2,2,false,k,k,1,1,2,1
17274944,24,2,0,false,k,k,0,1,2,1
84575265,72,2,1,true,b2,c,2,0,3,1
17549696,24,0,2,false,k,k,3,0,2,1
33954304,24,2,0,false,k,k,1,1,2,1
16824704,4,0,0,false,k,k,1,0,2,1
34297344,48,1,1,false,k,k,2,1,3,1
33962240,18,0,2,false,b1,c,1,1,2,1
834179,12,1,0,false,k,k,2,0,3,1
17086560,4,0,0,false,k,k,1,0,2,1
117739520,532,1,4,true,b2,c,1,1,2,1
834181,216,3,1,false,k,k,2,0,2,1
829827,4,0,0,false,k,k,2,0,2,2
17353616,42,1,1,false,k,k,2,0,4,1
17418864,36,1,1,false,k,k,2,1,3,1
16894816,800,0,2,false,k,k,2,0,2,1
17025664,7,0,1,false,b2,c,2,0,3,2
17483888,19,1,1,false,b1,c,2,0,3,1
33958400,8,1,0,false,k,k,1,1,3,1
33901056,24,2,0,false,k,k,1,1,2,1
67764224,8,0,1,true,b2,c,3,0,3,2
17082752,4,0,0,false,k,k,2,0,3,1
16956032,18,1,1,false,b1,c,1,1,3,1
825428,4,0,0,false,k,k,2,0,2,1
50894336,36,0,3,false,b1,c,1,1,2,1
17213808,4,0,0,false,k,k,1,1,2,1
50971904,64,0,2,false,b3,c,3,1,3,1
17483616,36,1,1,false,k,k,1,0,3,2
17025632,16,0,1,false,k,k,1,1,3,1
118202368,12,1,0,false,k,k,4,3,2,1
84366352,242,2,2,false,b1,c,1,0,3,2
33954816,48,2,1,true,b2,c,0,1,3,2
834166,48,2,1,false,k,k,2,0,2,1
67829760,800,3,3,false,k,k,2,1,2,3
16959872,164,1,1,false,k,k,2,0,2,1
34355968,168,3,2,true,b1,c,1,1,2,1
17344848,12,1,0,false,k,k,1,1,3,1
34224896,18,0,2,true,b1,c,2,2,2,1
34108672,12,0,1,false,k,k,0,1,2,1
17213552,6,0,1,false,b1,c,1,0,2,1
16894320,14,1,1,false,b1,c,1,1,2,1
17288096,49,2,1,false,b2,c,2,1,2,1
50963200,11,0,2,false,b1,c,3,3,2,1
33965824,16,0,2,false,b2,c,0,2,2,1
16959872,10,1,0,false,k,k,2,1,2,1
17611088,24,1,1,false,b2,c,3,0,2,1
16960400,21,1,1,false,b2,c,2,0,3,1
84640545,562,2,3,false,b2,c,1,1,3,1
17017168,24,0,2,false,k,k,2,0,2,1
17610576,36,1,2,false,b1,c,2,1,2,1
50842368,36,2,0,false,k,k,1,3,2,1
17414768,12,1,0,false,k,k,3,1,3,1
17479744,38,1,2,true,b2,c,3,1,4,1
134414336,432,2,3,false,b2,c,2,0,3,1
694099,16,1,1,false,b2,c,0,0,2,2
34166784,12,1,0,false,k,k,2,1,2,1
17025936,12,1,0,false,k,k,2,0,3,1
67829760,72,0,4,true,b1,c,2,1,2,2
34294784,252,1,4,true,b2,c,3,1,3,1
689475,27,1,1,true,b2,c,0,0,2,3
17288016,32,1,1,false,k,k,2,0,2,1
17283680,216,2,3,true,b1,c,0,1,2,1
17353072,10,1,0,false,k,k,1,0,2,3
34302976,6,0,1,false,b1,c,4,1,3,1
17156736,72,2,1,false,k,k,1,1,3,1
17388576,252,2,1,false,k,k,0,0,3,3
50829312,180,1,3,true,b1,c,1,1,2,2
834149,800,1,2,false,k,k,2,0,2,2
17349216,144,2,2,false,k,k,1,0,2,1
101318656,72,0,3,true,b2,c,2,2,2,1
17418320,38,2,0,false,k,k,2,0,2,1
50488320,35,2,1,false,b1,c,0,1,2,1
17392928,8,0,1,false,b2,c,1,0,2,1
16960400,24,1,1,false,k,k,2,1,2,1
17091424,18,0,2,true,b1,c,2,0,2,1
16893776,40,0,2,false,k,k,0,1,3,1
50907648,12,1,0,false,k,k,1,3,2,1
101421056,6,0,1,true,b1,c,5,3,2,2
17349264,14,1,0,false,k,k,1,1,2,1
764005,36,1,1,false,k,k,1,0,3,1
16885872,48,0,3,false,b2,c,1,1,3,1
17611088,30,0,2,true,b2,c,3,0,2,1
17344864,8,1,0,false,k,k,2,0,2,2
17286736,72,1,2,false,b1,c,0,0,2,2
17086560,6,0,1,false,b1,c,0,0,2,2
16956032,4,0,0,false,k,k,1,1,3,1
17353616,800,2,1,false,k,k,1,1,2,1
84649280,192,4,1,true,b2,c,2,0,4,1
51156992,84,1,1,false,k,k,2,1,4,1
34081792,26,0,2,true,b2,c,1,1,2,1
764004,10,0,1,true,b2,c,2,0,3,1
17419136,53,1,2,false,b1,c,3,1,2,1
834197,12,1,0,false,k,k,3,0,3,1
623922,4,0,0,false,k,k,0,0,2,1
34027776,56,1,2,false,b2,c,1,0,2,1
34375936,36,2,1,false,b1,c,2,1,2,1
16815680,4,0,0,false,k,k,1,0,2,3
17549136,36,2,1,false,b1,c,2,0,3,1
17155904,45,1,2,true,b1,c,1,0,2,1
16894320,190,3,1,false,k,k,1,1,2,1
84718369,475,2,3,false,b3,c,3,0,3,1
17549680,164,3,1,false,k,k,2,0,2,1
17283680,715,1,5,false,b1,c,0,1,2,1
17086816,4,0,0,false,k,k,2,1,3,1
689475,16,2,0,false,k,k,0,0,2,3
17589296,29,2,1,false,b1,c,1,0,3,2
17279312,8,1,0,false,k,k,2,0,2,1
17283408,16,2,0,false,k,k,1,1,2,1
17549920,48,1,2,false,k,k,2,1,3,1
67371008,16,1,1,false,b2,c,0,0,2,1
101003264,14,1,1,false,b1,c,0,3,2,1
33971200,10,1,1,false,b1,c,2,0,2,1
50382592,36,2,0,false,k,k,0,1,2,1
33967104,48,1,2,false,k,k,1,1,2,1
17217584,4,0,0,false,k,k,1,1,2,1
33954304,16,0,2,false,k,k,1,1,2,1
17287248,18,0,2,false,b1,c,1,0,2,1
17152112,8,0,1,false,k,k,0,0,2,1
834181,12,1,0,false,k,k,2,0,4,1
17157024,48,1,2,false,k,k,1,1,2,1
17593632,42,0,3,true,b2,c,1,0,2,1
34089728,18,0,2,false,b1,c,1,0,2,1
16893776,4,0,0,false,k,k,0,1,2,1
17152656,72,0,3,true,b2,c,2,0,2,1
833927,10,1,0,false,k,k,3,0,3,1
33971200,28,2,0,false,k,k,0,1,2,2
84506145,72,2,1,false,b2,c,1,1,4,1
759909,4,0,0,false,k,k,1,0,2,1
16960368,4,0,0,false,k,k,2,0,3,1
17270080,12,1,0,false,k,k,0,1,2,2
17611104,24,1,1,false,b2,c,3,0,2,1
51095808,408,3,2,false,b3,c,3,1,2,2
84710672,25,2,1,true,b2,c,2,0,3,1
17606496,42,0,3,true,b2,c,2,0,3,1
17222016,18,0,2,true,b1,c,2,0,2,1
17217344,48,1,2,false,k,k,0,1,2,1
16960400,4,0,0,false,k,k,3,0,2,1
34036480,180,3,1,false,b2,c,1,2,3,1
17008464,6,0,1,false,b1,c,0,0,2,1
50894336,36,1,1,false,k,k,0,3,3,1
16894880,4,0,0,false,k,k,3,0,3,2
17467200,414,0,3,false,b1,c,1,0,2,2
50706432,24,2,0,false,k,k,0,1,3,2
33896704,29,2,1,false,b1,c,1,1,3,2
17471328,24,2,0,false,k,k,3,1,2,1
17549952,14,1,1,false,b1,c,4,1,2,1
67305472,20,1,1,false,k,k,1,0,2,4
34359296,8,1,0,false,k,k,2,2,2,1
17274448,18,0,2,true,b1,c,1,1,2,1
34343680,54,1,2,false,b1,c,3,0,3,1
34281728,30,1,1,false,k,k,2,0,2,2
33954304,6,0,1,false,b1,c,1,1,2,1
17156720,14,1,1,false,b1,c,1,1,2,1
17078096,463,3,1,true,b3,c,1,0,2,1
17348448,4,0,0,false,k,k,1,0,3,2
17353632,4,0,0,false,k,k,3,0,3,1
16829312,24,0,2,false,k,k,1,0,2,1
84641636,112,1,3,false,b2,c,0,0,4,2
34039040,48,1,2,true,b2,c,0,1,4,1
33958912,12,1,0,false,k,k,1,1,2,1
16885872,10,1,0,false,k,k,1,0,3,2
34224128,6,0,1,false,b1,c,1,1,2,1
67567616,36,1,2,true,b1,c,0,0,2,2
33889280,30,1,2,false,b1,c,1,1,2,1
829830,60,1,2,false,k,k,2,0,3,1
101384192,4,0,0,false,k,k,2,1,2,1
