@relation HandActions

@attribute PlayerAction {f,k,c,b1,b2,b3}
@attribute PotSize numeric
@attribute BetCountOpponent numeric
@attribute BetCountPlayer numeric
@attribute OpponentOnButton {true,false}
@attribute LastActionOpponent {f,k,c,b1,b2,b3}
@attribute LastActionPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired {true,false}
@attribute DeckSuited numeric
@attribute GameStage {pf,fp,tn,rv}

@data
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,693504,false,1,fp
c,24,0,2,true,b2,k,693504,false,1,fp
k,34,0,2,true,b2,c,693536,false,1,tn
b2,34,1,2,true,k,k,693554,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,536576,false,1,fp
f,25,0,2,true,b2,k,536576,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,828928,false,1,fp
c,7,0,1,false,b2,k,17222144,false,1,tn
c,13,0,2,false,b1,c,17222256,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,17408000,false,1,fp
k,10,0,1,true,k,k,17418752,false,1,tn
k,10,0,1,true,k,k,17418768,false,1,rv
f,18,0,2,true,b2,k,17418768,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,549376,false,1,fp
b2,10,1,1,true,k,k,16942592,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,676864,false,1,fp
b2,12,2,0,false,k,k,685376,false,1,tn
b1,36,3,0,false,k,b2,763732,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,339968,false,1,fp
f,23,0,2,true,b1,k,339968,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
k,14,0,1,false,k,c,759552,false,1,fp
k,14,0,1,false,k,k,759648,false,1,tn
f,17,0,2,false,b1,k,759652,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,414208,false,1,fp
b1,14,1,1,true,k,k,550176,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
k,12,1,0,true,c,b2,17182720,false,1,fp
b1,12,2,0,true,k,k,17208064,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,623872,false,1,fp
b1,24,3,0,false,k,b1,825424,false,1,tn
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,832768,false,1,fp
c,24,0,2,true,b2,k,832768,false,1,fp
k,34,0,2,true,b2,c,832816,false,1,tn
b1,34,1,2,true,k,k,832818,false,1,rv
f,128,1,3,true,b2,b1,832818,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,409600,false,1,fp
c,43,2,1,false,b2,b1,409600,false,1,fp
c,101,2,2,false,b1,c,680960,false,1,tn
c,193,2,3,false,b1,c,680976,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,405504,false,1,fp
b1,32,1,2,true,b1,k,405504,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,17321984,false,1,fp
b2,12,2,0,false,k,k,17339648,false,1,tn
b2,4,1,0,true,c,?,0,false,1,pf
b2,12,2,0,true,c,b2,541440,false,1,fp
b2,84,3,0,true,c,b2,549936,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,693504,false,1,fp
b2,12,2,0,false,k,k,694096,false,1,tn
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,832512,false,1,fp
k,4,0,0,true,k,k,833856,false,1,tn
k,4,0,0,true,k,k,833924,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,549632,false,1,fp
b2,10,1,1,true,k,k,689712,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,685056,false,1,fp
k,8,1,0,false,k,b1,685632,false,1,tn
k,8,1,0,false,k,k,17278528,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,689920,false,1,fp
b1,4,1,0,false,k,k,17467136,false,1,tn
k,8,1,0,false,k,b1,17467184,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,833536,false,1,fp
k,10,0,1,true,k,k,17549312,false,1,tn
b1,10,1,1,true,k,k,17549312,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,532736,false,1,fp
k,24,2,0,false,k,b1,17309952,false,1,tn
f,29,2,1,false,b1,k,17309952,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,467200,false,1,fp
k,4,0,0,false,k,k,467200,false,1,tn
b2,4,1,0,false,k,k,16937216,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,823552,false,1,fp
b2,24,3,0,false,k,b1,833808,false,1,tn
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,602624,false,1,fp
f,8,0,1,true,b2,k,602624,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,471552,false,1,fp
k,14,0,1,true,k,k,17248768,false,1,tn
f,25,0,2,true,b2,k,17248768,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,733184,false,1,fp
k,14,0,1,true,k,k,758528,false,1,tn
f,26,0,2,true,b2,k,758528,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,620032,false,1,fp
c,21,1,1,false,b2,k,624480,false,1,tn
c,36,1,2,false,b1,c,624484,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,815104,false,1,fp
k,10,0,1,true,k,k,16828160,false,1,tn
b2,10,1,1,true,k,k,16828240,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,24,1,1,false,b2,b2,0,false,1,pf
c,57,1,2,false,b1,c,750336,false,1,fp
c,136,1,3,false,b2,c,755504,false,1,tn
c,264,1,4,false,b1,c,17532720,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17141760,false,1,fp
c,25,0,2,true,b2,k,17141760,false,1,fp
k,36,0,2,true,b2,c,17142784,false,1,tn
k,36,0,2,true,k,k,17143872,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,17014784,false,1,fp
k,12,1,0,false,k,k,17016576,false,1,tn
b2,12,2,0,false,k,k,34223872,false,1,rv
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,8,0,1,false,b2,c,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,803072,false,1,fp
f,17,0,2,true,b1,k,803072,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,618752,false,1,fp
k,10,0,1,true,k,k,619280,false,1,tn
k,10,0,1,true,k,k,619297,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,8,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,26,1,1,false,b2,b2,0,false,1,pf
k,40,1,1,false,k,c,16850944,false,1,fp
k,40,1,1,false,k,k,33689600,false,1,tn
c,48,1,2,false,b1,k,33690880,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,623360,false,1,fp
f,24,0,2,true,b2,k,623360,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,689152,false,1,fp
k,12,1,0,false,k,k,689472,false,1,tn
b2,16,2,1,false,b1,k,17082448,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,753664,false,1,fp
k,14,0,1,true,k,k,755456,false,1,tn
c,26,0,2,true,b2,k,755456,false,1,tn
k,38,0,2,true,b2,c,755504,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
b1,12,1,1,false,k,c,615168,false,1,fp
f,7,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,832768,false,1,fp
k,10,0,1,true,k,k,833872,false,1,tn
f,19,0,2,true,b2,k,833872,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,754688,false,1,fp
f,25,0,2,true,b2,k,754688,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,724992,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
f,20,1,1,true,b1,b2,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,26,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,684544,false,1,fp
k,14,0,1,true,k,k,16951040,false,1,tn
k,14,0,1,true,k,k,16951136,false,1,rv
c,26,0,2,true,b2,k,16951136,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,676352,false,1,fp
k,12,1,0,false,k,k,828704,false,1,tn
b2,16,2,1,false,b1,k,829266,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,692736,false,1,fp
k,4,0,0,false,k,k,694048,false,1,tn
c,6,0,1,false,b1,k,694066,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,406016,false,1,fp
k,14,0,1,true,k,k,16933632,false,1,tn
f,26,0,2,true,b2,k,16933632,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,541184,false,1,fp
k,12,1,0,false,k,k,554016,false,1,tn
f,14,1,1,false,b1,k,554016,false,1,rv
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,689152,false,1,fp
k,4,0,0,true,k,k,689152,false,1,tn
k,4,0,0,true,k,k,689984,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,676096,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
f,29,0,2,false,b2,c,729344,false,1,fp
b3,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
b1,36,2,1,true,c,b2,17117184,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,832768,false,1,fp
c,18,0,2,true,b2,k,832768,false,1,fp
k,26,0,2,true,b2,c,834128,false,1,tn
b2,26,1,2,true,k,k,834128,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,466944,false,1,fp
b3,36,1,2,true,b2,k,466944,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,10,0,1,false,b2,c,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17170432,false,1,fp
b2,14,1,1,true,k,k,17199104,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,758784,false,1,fp
k,24,2,0,false,k,b1,17086720,false,1,tn
k,24,2,0,false,k,k,17086752,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,729088,false,1,fp
f,7,0,1,false,b2,k,16822784,false,1,tn
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
k,12,1,0,true,c,b2,832256,false,1,fp
b1,12,2,0,true,k,k,833840,false,1,tn
k,24,2,0,true,c,b1,833891,false,1,rv
f,44,2,1,true,b2,k,833891,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,344832,false,1,fp
k,14,0,1,true,k,k,480304,false,1,tn
k,14,0,1,true,k,k,554307,false,1,rv
f,26,0,2,true,b2,k,554307,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,8,0,1,false,b2,c,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,620032,false,1,fp
k,14,0,1,true,k,k,17274368,false,1,tn
f,26,0,2,true,b2,k,17274368,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b1,12,2,0,true,c,b2,270336,false,1,fp
f,44,2,1,true,b2,b1,270336,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,false,b2,c,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,676352,false,1,fp
k,10,0,1,true,k,k,681248,false,1,tn
k,10,0,1,true,k,k,681282,false,1,rv
c,18,0,2,true,b2,k,681282,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,745472,false,1,fp
b2,14,1,1,true,k,k,746240,false,1,tn
b1,36,2,1,true,c,b2,746272,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
c,27,0,2,false,b2,c,754176,false,1,fp
f,68,0,3,false,b1,c,16955392,false,1,tn
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
c,29,0,2,false,b2,c,16871424,false,1,fp
b2,42,1,2,false,k,c,16889600,false,1,tn
b1,252,2,2,false,k,b2,16890480,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,689408,false,1,fp
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,537088,false,1,fp
c,8,0,1,true,b2,k,537088,false,1,fp
k,12,0,1,true,b2,c,16941824,false,1,tn
b1,12,1,1,true,k,k,16955440,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,802816,false,1,fp
k,14,0,1,true,k,k,820224,false,1,tn
k,14,0,1,true,k,k,820272,false,1,rv
c,26,0,2,true,b2,k,820272,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,24,1,1,false,b2,b2,0,false,1,pf
k,36,1,1,false,k,c,833024,false,1,fp
k,36,1,1,false,k,k,833632,false,1,tn
f,43,1,2,false,b1,k,833632,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,762624,false,1,fp
f,18,0,2,true,b2,k,762624,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,56,1,1,false,b2,b2,0,false,1,pf
f,131,1,2,false,b1,c,828928,false,1,fp
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,549376,false,1,fp
b1,4,1,0,true,k,k,549664,false,1,tn
b2,8,2,0,true,c,b1,689714,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,803328,false,1,fp
b1,14,1,1,true,k,k,803344,false,1,tn
k,24,1,1,true,c,b1,828449,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,false,k,c,413696,false,1,fp
b2,12,2,0,false,k,b2,414464,false,1,tn
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,545024,false,1,fp
c,23,0,2,true,b1,k,545024,false,1,fp
k,32,0,2,true,b1,c,545024,false,1,tn
k,32,0,2,true,k,k,17137920,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
f,30,0,2,false,b2,c,667648,false,1,fp
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,549120,false,1,fp
k,10,0,1,true,k,k,820752,false,1,tn
c,18,0,2,true,b2,k,820752,false,1,tn
k,26,0,2,true,b2,c,829537,false,1,rv
b2,48,1,3,true,b1,k,829537,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,12,2,0,false,k,b2,825088,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,623872,false,1,fp
f,26,0,2,true,b2,k,623872,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
c,22,0,2,false,b2,c,16932864,false,1,fp
k,32,0,2,false,k,c,16954880,false,1,tn
k,32,0,2,false,k,k,16955488,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,828416,false,1,fp
k,10,0,1,true,k,k,828448,false,1,tn
f,19,0,2,true,b2,k,828448,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,480256,false,1,fp
c,7,0,1,false,b2,k,480304,false,1,tn
f,14,0,2,false,b1,c,480305,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
b1,4,1,0,true,c,k,614656,false,1,fp
k,8,1,0,true,c,b1,614656,false,1,tn
k,8,1,0,true,k,k,615440,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,824832,false,1,fp
c,24,0,2,true,b2,k,824832,false,1,fp
k,34,0,2,true,b2,c,824912,false,1,tn
k,34,0,2,true,k,k,825445,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,17084416,false,1,fp
k,12,1,0,false,k,k,17086720,false,1,tn
c,14,1,1,false,b1,k,17086720,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,26,1,1,false,b2,b2,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,812032,false,1,fp
k,24,2,0,false,k,b1,812048,false,1,tn
c,29,2,1,false,b1,k,833089,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,413696,false,1,fp
f,24,0,2,true,b2,k,413696,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,680960,false,1,fp
b2,14,1,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,false,k,c,480000,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,803328,false,1,fp
b2,12,2,0,false,k,k,803328,false,1,tn
f,8,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
c,28,0,2,false,b2,c,16855040,false,1,fp
f,67,0,3,false,b1,c,16884480,false,1,tn
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,16953344,false,1,fp
k,12,1,0,false,k,k,16954368,false,1,tn
c,14,1,1,false,b1,k,34284544,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17518592,false,1,fp
c,24,0,2,true,b2,k,17518592,false,1,fp
k,34,0,2,true,b2,c,51073024,false,1,tn
k,34,0,2,true,k,k,51086592,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,798720,false,1,fp
k,10,0,1,true,k,k,815872,false,1,tn
k,10,0,1,true,k,k,816688,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
b1,96,2,2,false,b1,c,754688,false,1,fp
f,400,2,3,false,b2,b1,754688,false,1,fp
c,8,0,1,true,b2,?,0,false,1,pf
k,12,0,1,true,b2,c,549632,false,1,fp
c,21,0,2,true,b2,k,549632,false,1,fp
k,30,0,2,true,b2,c,17008128,false,1,tn
c,53,0,3,true,b2,k,17008128,false,1,tn
k,76,0,3,true,b2,c,17008144,false,1,rv
f,105,0,4,true,b1,k,17008144,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
k,12,1,0,true,c,b2,344576,false,1,fp
k,12,1,0,true,k,k,545824,false,1,tn
k,12,1,0,true,k,k,17323040,false,1,rv
f,22,1,1,true,b2,k,17323040,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,17063936,false,1,fp
k,24,2,0,false,k,b1,17077760,false,1,tn
f,29,2,1,false,b1,k,34162176,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,26,1,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,811008,false,1,fp
f,25,0,2,true,b2,k,811008,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,537088,false,1,fp
f,24,0,2,true,b2,k,537088,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
k,14,0,1,false,k,c,798720,false,1,fp
k,14,0,1,false,k,k,828160,false,1,tn
b1,20,1,2,false,b1,k,828464,false,1,rv
c,88,1,3,false,b2,b1,828464,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,17154048,false,1,fp
b2,24,3,0,false,k,b1,17156096,false,1,tn
b2,72,4,0,false,k,b2,17156128,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
k,14,0,1,false,k,c,17477632,false,1,fp
k,14,0,1,false,k,k,17477888,false,1,tn
f,17,0,2,false,b1,k,17479952,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
