@relation HandActions

@attribute PlayerAction {f,k,c,b1,b2,b3}
@attribute PotSize numeric
@attribute BetCountOpponent numeric
@attribute BetCountPlayer numeric
@attribute OpponentOnButton {true,false}
@attribute LastActionOpponent {f,k,c,b1,b2,b3}
@attribute LastActionPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired {true,false}
@attribute DeckSuited numeric
@attribute GameStage {pf,fp,tn,rv}

@data
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,746752,false,1,fp
k,14,0,1,true,k,k,759376,false,1,tn
b1,14,1,1,true,k,k,759376,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,544768,false,1,fp
k,14,0,1,true,k,k,623872,false,1,tn
b1,14,1,1,true,k,k,623904,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
k,36,1,1,true,c,b2,16826368,false,1,fp
b3,36,2,1,true,k,k,16827136,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
k,12,0,1,false,k,c,754944,false,1,fp
k,12,0,1,false,k,k,755008,false,1,tn
c,14,0,2,false,b1,k,755008,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,544768,false,1,fp
k,4,0,0,true,k,k,754944,false,1,tn
b1,4,1,0,true,k,k,763984,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,622848,false,1,fp
f,14,1,1,false,b2,b1,622848,false,1,fp
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,819712,false,1,fp
k,24,2,0,false,k,b1,17596928,false,1,tn
k,24,2,0,false,k,k,51151360,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,401408,false,1,fp
b1,10,1,1,true,k,k,614912,false,1,tn
k,24,1,1,true,c,b1,17207808,false,1,rv
f,44,1,2,true,b2,k,17207808,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,820992,false,1,fp
k,8,1,0,false,k,b1,821056,false,1,tn
k,8,1,0,false,k,k,829556,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
b1,12,2,0,true,c,b2,17588224,false,1,fp
f,41,2,1,true,b2,b1,17588224,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,754176,false,1,fp
k,4,0,0,true,k,k,833568,false,1,tn
c,8,0,1,true,b2,k,833568,false,1,tn
k,12,0,1,true,b2,c,833634,false,1,rv
c,17,0,2,true,b1,k,833634,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
c,70,1,2,false,b1,c,758016,false,1,fp
b1,234,2,3,false,b2,c,833808,false,1,tn
c,616,2,4,false,b1,b1,833808,false,1,tn
k,800,2,4,false,k,c,833825,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,753920,false,1,fp
k,10,0,1,true,k,k,759824,false,1,tn
k,10,0,1,true,k,k,759889,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,746240,false,1,fp
k,4,0,0,true,k,k,746256,false,1,tn
f,7,0,1,true,b2,k,746256,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,623872,false,1,fp
f,26,0,2,true,b2,k,623872,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
k,12,1,0,true,c,b2,270336,false,1,fp
b1,12,2,0,true,k,k,16924672,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
b1,36,2,1,true,c,b2,16994304,false,1,fp
c,126,2,2,true,b2,b1,16994304,false,1,fp
k,180,2,2,true,b2,c,50548736,false,1,tn
b3,180,3,2,true,k,k,50548992,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,606720,false,1,fp
c,8,0,1,true,b2,k,606720,false,1,fp
k,12,0,1,true,b2,c,619552,false,1,tn
f,23,0,2,true,b2,k,619552,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
f,67,1,2,false,b1,c,816640,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,24,1,1,false,b2,b2,0,false,1,pf
c,57,1,2,false,b1,c,823552,false,1,fp
k,78,1,2,false,k,c,823824,false,1,tn
k,78,1,2,false,k,k,824097,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,6,0,1,false,b1,c,17317888,false,1,fp
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,676352,false,1,fp
b2,10,1,1,true,k,k,676352,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
b3,4,1,0,true,c,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,false,b2,c,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,832000,false,1,fp
k,4,0,0,true,k,k,832000,false,1,tn
b2,4,1,0,true,k,k,16960256,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
b2,12,1,1,false,k,c,17281024,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,16879616,false,1,fp
k,14,0,1,true,k,k,16881408,false,1,tn
f,25,0,2,true,b2,k,16881408,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
c,69,1,2,false,b1,c,475392,false,1,fp
c,155,1,3,false,b1,c,816144,false,1,tn
k,216,1,3,false,k,c,816161,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,763392,false,1,fp
k,4,0,0,true,k,k,17218048,false,1,tn
f,7,0,1,true,b2,k,17218048,false,1,tn
f,3,0,0,false,?,?,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,680704,false,1,fp
c,17,0,2,true,b1,k,680704,false,1,fp
k,24,0,2,true,b1,c,680720,false,1,tn
b2,24,1,2,true,k,k,828977,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,331776,false,1,fp
k,12,1,0,false,k,k,676096,false,1,tn
f,14,1,1,false,b1,k,676624,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,742400,false,1,fp
k,10,0,1,true,k,k,17519616,false,1,tn
b2,10,1,1,true,k,k,17519632,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b1,28,2,0,false,k,b2,17276928,false,1,fp
b2,32,3,0,false,k,b1,17278208,false,1,tn
f,7,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
k,14,0,1,false,k,c,820224,false,1,fp
f,25,0,2,false,b2,k,829504,false,1,tn
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,746496,false,1,fp
k,4,0,0,true,k,k,833088,false,1,tn
f,7,0,1,true,b2,k,833088,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,680448,false,1,fp
k,14,0,1,true,k,k,693792,false,1,tn
k,14,0,1,true,k,k,694114,false,1,rv
c,26,0,2,true,b2,k,694114,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
b2,4,1,0,false,k,c,414464,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,679936,false,1,fp
c,18,0,2,true,b2,k,679936,false,1,fp
k,26,0,2,true,b2,c,17211392,false,1,tn
b3,66,1,3,true,b2,k,17211392,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
b1,14,1,1,false,k,c,746496,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17170432,false,1,fp
k,14,0,1,true,k,k,17199104,false,1,tn
k,14,0,1,true,k,k,17199872,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,823808,false,1,fp
f,21,1,1,false,b2,k,16959744,false,1,tn
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,17154048,false,1,fp
c,6,0,1,true,b1,k,17154048,false,1,fp
k,8,0,1,true,b1,c,17155584,false,1,tn
c,14,0,2,true,b2,k,17155584,false,1,tn
k,20,0,2,true,b2,c,17155616,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,663552,false,1,fp
c,25,0,2,true,b2,k,663552,false,1,fp
k,36,0,2,true,b2,c,16949248,false,1,tn
k,36,0,2,true,k,k,16950016,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,763648,false,1,fp
f,21,1,1,false,b2,k,763696,false,1,tn
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,471040,false,1,fp
c,25,0,2,true,b2,k,471040,false,1,fp
k,36,0,2,true,b2,c,16806656,false,1,tn
f,64,0,3,true,b2,k,16806656,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,17051648,false,1,fp
k,12,1,0,false,k,k,17081088,false,1,tn
c,14,1,1,false,b1,k,17081648,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17371136,false,1,fp
b1,14,1,1,true,k,k,50925568,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
f,3,0,0,false,?,?,0,false,1,pf
f,8,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,44,2,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,754432,false,1,fp
f,24,0,2,true,b2,k,754432,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,680704,false,1,fp
k,12,1,0,false,k,k,689712,false,1,tn
c,14,1,1,false,b1,k,764003,false,1,rv
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,684032,false,1,fp
f,25,0,2,true,b2,k,684032,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,681216,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,413952,false,1,fp
k,4,0,0,true,k,k,413952,false,1,tn
b1,4,1,0,true,k,k,550160,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
k,36,1,1,true,c,b2,761856,false,1,fp
k,36,1,1,true,k,k,17539072,false,1,tn
b3,94,2,2,true,b2,k,17539072,false,1,tn
c,778,2,3,true,b1,b3,17539072,false,1,tn
k,800,2,3,true,b1,c,17549824,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,410368,false,1,fp
b2,24,3,0,false,k,b1,410368,false,1,tn
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,14,1,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,754432,false,1,fp
k,4,0,0,false,k,k,754448,false,1,tn
b1,4,1,0,false,k,k,759857,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
b1,4,1,0,true,c,k,554240,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,16928768,false,1,fp
k,4,0,0,false,k,k,16929792,false,1,tn
c,6,0,1,false,b1,k,16929840,false,1,rv
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,759552,false,1,fp
f,19,0,2,true,b2,k,759552,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
b1,48,1,2,false,b2,c,270336,false,1,fp
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,692736,false,1,fp
k,14,0,1,true,k,k,829728,false,1,tn
c,27,0,2,true,b2,k,829728,false,1,tn
k,40,0,2,true,b2,c,829794,false,1,rv
c,56,0,3,true,b1,k,829794,false,1,rv
f,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,724992,false,1,fp
k,4,0,0,true,k,k,758016,false,1,tn
b1,4,1,0,true,k,k,758800,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,553472,false,1,fp
k,14,0,1,true,k,k,755488,false,1,tn
k,14,0,1,true,k,k,755489,false,1,rv
c,26,0,2,true,b2,k,755489,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,623872,false,1,fp
k,12,1,0,false,k,k,759888,false,1,tn
c,14,1,1,false,b1,k,759909,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
b2,36,2,1,true,c,b2,758528,false,1,fp
b2,108,3,1,true,c,b2,833840,false,1,tn
b2,324,4,1,true,c,b2,17419056,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
f,8,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,24,1,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,807424,false,1,fp
f,23,0,2,true,b1,k,807424,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
f,28,1,1,false,b2,b2,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,759296,false,1,fp
k,14,0,1,true,k,k,759376,false,1,tn
k,14,0,1,true,k,k,764261,false,1,rv
f,26,0,2,true,b2,k,764261,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,663808,false,1,fp
k,4,0,0,true,k,k,762384,false,1,tn
b1,4,1,0,true,k,k,762657,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
k,44,1,1,false,k,c,536832,false,1,fp
b2,44,2,1,false,k,k,17314048,false,1,tn
b2,108,3,1,false,k,b2,17326864,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
b1,14,1,1,true,b2,c,811264,false,1,fp
b1,24,2,1,true,c,b1,16893440,false,1,tn
k,48,2,1,true,c,b1,16894816,false,1,rv
f,88,2,2,true,b2,k,16894816,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,28,2,0,false,k,b2,692736,false,1,fp
b2,4,1,0,true,c,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
c,8,0,1,false,b2,c,0,false,1,pf
k,12,0,1,false,k,c,688640,false,1,fp
k,12,0,1,false,k,k,689184,false,1,tn
f,14,0,2,false,b1,k,689474,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,811520,false,1,fp
c,26,0,2,true,b2,k,811520,false,1,fp
k,38,0,2,true,b2,c,833056,false,1,tn
k,38,0,2,true,k,k,834146,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
f,10,0,1,false,b2,c,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,24,1,1,false,b2,b2,0,false,1,pf
f,59,1,2,false,b1,c,624384,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,676096,false,1,fp
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,623616,false,1,fp
f,24,0,2,true,b2,k,623616,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,340224,false,1,fp
c,26,0,2,true,b2,k,340224,false,1,fp
k,38,0,2,true,b2,c,340496,false,1,tn
k,38,0,2,true,k,k,67436544,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
k,44,1,1,false,k,c,762624,false,1,fp
c,75,1,2,false,b1,k,17539840,false,1,tn
k,106,1,2,false,k,c,17540656,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,833024,false,1,fp
k,4,0,0,true,k,k,833104,false,1,tn
f,7,0,1,true,b2,k,833104,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,26,1,1,false,b2,b2,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,12,2,0,true,c,b2,410368,false,1,fp
f,68,2,1,true,b2,b2,410368,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
b2,44,2,1,false,k,c,344320,false,1,fp
k,108,2,1,false,k,b2,17121536,false,1,tn
k,108,2,1,false,k,k,17138704,false,1,rv
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,833280,false,1,fp
b2,14,1,1,true,k,k,17610496,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b2,12,2,0,false,k,b2,828416,false,1,fp
b2,4,1,0,true,c,?,0,false,1,pf
b1,12,2,0,true,c,b2,688128,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,17522688,false,1,fp
f,16,0,2,true,b1,k,17522688,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
f,31,0,2,false,b2,c,545792,false,1,fp
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,672512,false,1,fp
f,8,0,1,true,b2,k,672512,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,17383424,false,1,fp
c,7,0,1,true,b2,k,17383424,false,1,fp
k,10,0,1,true,b2,c,50937856,false,1,tn
f,17,0,2,true,b1,k,50937856,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
b1,14,1,1,false,k,c,816640,false,1,fp
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,335872,false,1,fp
k,4,0,0,true,k,k,16798208,false,1,tn
k,4,0,0,true,k,k,16811296,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,17326080,false,1,fp
c,23,0,2,true,b1,k,17326080,false,1,fp
k,32,0,2,true,b1,c,17326592,false,1,tn
c,57,0,3,true,b2,k,17326592,false,1,tn
k,82,0,3,true,b2,c,17326592,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
f,8,0,1,false,b2,c,0,false,1,pf
b2,10,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
k,12,1,0,false,k,b2,798976,false,1,fp
b2,12,2,0,false,k,k,811792,false,1,tn
k,36,2,0,false,k,b2,17589008,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,17002496,false,1,fp
k,4,0,0,true,k,k,17016576,false,1,tn
k,4,0,0,true,k,k,17016656,false,1,rv
f,7,0,1,true,b2,k,17016656,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
b2,14,1,1,true,b2,c,544768,false,1,fp
k,36,1,1,true,c,b2,545280,false,1,tn
k,36,1,1,true,k,k,689440,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
c,10,0,1,false,b2,c,0,false,1,pf
c,31,0,2,false,b2,c,762368,false,1,fp
b1,46,1,2,false,k,c,17478144,false,1,tn
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,694016,false,1,fp
k,14,0,1,true,k,k,694032,false,1,tn
b2,14,1,1,true,k,k,694032,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
f,69,1,2,false,b1,c,545792,false,1,fp
b2,14,1,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
k,12,1,0,true,c,b2,829440,false,1,fp
k,12,1,0,true,k,k,829472,false,1,tn
b1,12,2,0,true,k,k,829826,false,1,rv
f,44,2,1,true,b2,b1,829826,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,12,2,0,false,k,b2,680192,false,1,fp
b2,4,1,0,true,c,?,0,false,1,pf
b1,12,2,0,true,c,b2,622592,false,1,fp
f,43,2,1,true,b2,b1,622592,false,1,fp
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
k,44,1,1,false,k,c,668160,false,1,fp
c,76,1,2,false,b2,k,762656,false,1,tn
k,108,1,2,false,k,c,762930,false,1,rv
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,623104,false,1,fp
k,10,0,1,true,k,k,623120,false,1,tn
b1,10,1,1,true,k,k,624161,false,1,rv
c,3,0,0,false,?,?,0,false,1,pf
k,4,0,0,false,k,c,831744,false,1,fp
k,4,0,0,false,k,k,834064,false,1,tn
f,6,0,1,false,b1,k,17484560,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,828160,false,1,fp
k,14,0,1,true,k,k,17605376,false,1,tn
k,14,0,1,true,k,k,34382592,false,1,rv
b2,4,1,0,false,?,?,0,false,1,pf
b2,12,2,0,false,k,b2,619520,false,1,fp
f,7,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
b2,4,1,0,true,c,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
c,28,1,1,false,b2,b2,0,false,1,pf
b1,44,2,1,false,k,c,16928768,false,1,fp
b1,72,3,1,false,k,b1,16928768,false,1,tn
b2,144,4,1,false,k,b1,16950528,false,1,rv
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,606208,false,1,fp
f,7,0,1,true,b2,k,606208,false,1,fp
c,3,0,0,false,?,?,0,false,1,pf
c,9,0,1,false,b2,c,0,false,1,pf
k,14,0,1,false,k,c,340480,false,1,fp
k,14,0,1,false,k,k,344864,false,1,tn
k,14,0,1,false,k,k,480306,false,1,rv
b2,4,1,0,true,c,?,0,false,1,pf
b2,12,2,0,true,c,b2,819200,false,1,fp
f,3,0,0,false,?,?,0,false,1,pf
c,7,0,1,true,b2,?,0,false,1,pf
k,10,0,1,true,b2,c,811264,false,1,fp
b2,24,1,2,true,b1,k,811264,false,1,fp
k,72,1,2,true,c,b2,816656,false,1,tn
f,109,1,3,true,b1,k,816656,false,1,tn
b2,4,1,0,false,?,?,0,false,1,pf
b1,12,2,0,false,k,b2,17006592,false,1,fp
k,24,2,0,false,k,b1,17016832,false,1,tn
f,29,2,1,false,b1,k,17021568,false,1,rv
f,9,0,1,true,b2,?,0,false,1,pf
b2,4,1,0,false,?,?,0,false,1,pf
f,9,0,1,true,b2,?,0,false,1,pf
c,3,0,0,false,?,?,0,false,1,pf
f,9,0,1,false,b2,c,0,false,1,pf
c,9,0,1,true,b2,?,0,false,1,pf
k,14,0,1,true,b2,c,532736,false,1,fp
k,14,0,1,true,k,k,541200,false,1,tn
f,26,0,2,true,b2,k,541200,false,1,tn
c,3,0,0,false,?,?,0,false,1,pf
b1,4,1,0,false,k,c,549120,false,1,fp
k,4,0,0,true,c,?,0,false,1,pf
k,4,0,0,true,c,k,552960,false,1,fp
c,7,0,1,true,b2,k,552960,false,1,fp
k,10,0,1,true,b2,c,553984,false,1,tn
