@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute ActionCount numeric
@attribute DeckStrength numeric

@data
33692672,108,12,33691136
17222528,216,11,833090
51016960,126,12,17462304
17397312,36,9,17384192
84440656,24,10,17139200
67698688,26,10,759380
17286720,10,10,17261344
17152384,108,11,17152256
34176000,14,9,17288080
833636,12,10,746512
17152608,24,10,17151008
17541184,36,9,754738
17414784,10,9,17413440
17287824,10,10,829810
50435328,12,10,16863744
34379776,36,10,17418272
17549968,16,9,17549936
50512896,108,10,803616
16824960,72,11,16824336
764261,10,9,693808
829268,48,12,829266
16824960,4,9,16823616
17484144,26,11,829810
17082480,16,9,685634
17025392,24,10,825136
34314752,24,10,17541392
84709904,10,10,825120
825461,24,10,825427
17288096,12,9,834199
34347264,36,9,824336
51095552,16,9,51094272
34290688,48,10,834098
84648976,32,10,17479680
17073744,10,10,545841
34288896,24,9,742450
17353568,16,9,17347088
34244864,34,10,17344816
33823744,64,10,16894272
34180096,16,9,17353008
17344832,16,11,694339
67371008,36,11,410384
829507,16,10,689201
17204544,4,9,17204240
34302464,72,11,17540688
101462016,34,10,101462016
694339,24,10,689168
759924,8,9,759617
17091424,36,10,812355
34281984,196,11,16890448
17414768,24,10,694116
34016256,30,10,34013440
34375424,800,12,821058
50768128,108,10,17209136
16894304,68,12,824912
833637,12,9,754992
17537136,98,11,759616
16951600,24,10,668176
17213776,52,12,693570
84576065,16,9,16885872
34351104,144,10,16942912
34347264,56,10,16894240
17602656,4,9,17597728
16894048,24,9,811792
33826816,108,10,554017
834196,8,10,833856
33954304,72,11,17211648
829831,12,9,829810
34096896,24,10,17069600
16894880,8,9,16894816
34354944,82,11,17024800
833910,162,12,759329
17480000,4,9,17479984
764278,24,10,759376
17274416,4,9,620081
34032640,38,10,833345
101388288,12,9,17527312
16828800,8,9,820272
33823232,12,10,33821440
821076,14,9,554304
34098176,144,12,821058
33884928,8,9,16824656
17409344,48,11,693569
17349200,28,11,689473
100818944,800,12,16942608
67895296,318,10,833925
84720259,178,12,754448
17283456,4,9,17274928
34318592,8,9,34318592
17217856,10,9,746512
50710784,30,10,825424
34102016,12,10,17347872
17484640,38,10,17479216
764005,10,9,689712
16824912,16,9,676912
833910,12,9,620097
16885584,8,9,16885584
17479792,54,9,755522
34379264,24,10,17602128
17607040,4,9,17602320
17598288,8,10,17598224
34277632,50,12,759328
34159616,16,9,17418256
17340240,36,10,624433
17222480,16,9,833105
51087104,12,9,17532768
34249728,800,15,34163200
34384128,48,10,17606416
17091440,28,11,750914
84715635,800,11,17024832
833381,10,9,751168
17418352,8,10,17417984
101265408,22,10,50971392
816722,14,9,816672
17200176,30,10,410384
764290,36,10,763920
34036736,24,9,34033920
50579200,4,9,17024864
34081792,26,10,17339392
17602672,16,9,825456
33819392,68,11,16823344
34367744,12,9,34365952
34244352,12,10,17467168
33958400,36,10,17211904
34094080,96,11,17007648
17471600,72,11,17471264
33901056,64,10,17082192
17139248,36,10,549664
16820048,24,10,685360
17541504,12,9,764293
34350848,10,10,17592832
17283424,14,9,751137
833876,4,9,759072
34317312,324,11,16824896
17352000,24,11,17351456
17484144,36,10,829745
84562992,72,10,16820528
17462864,24,11,681248
17016912,24,9,17007888
16820336,36,9,16819984
33692416,20,10,16888864
17414240,62,10,759906
484658,48,9,414496
34085888,24,11,17339920
33901568,24,10,17090640
34248192,16,9,34247936
34249472,16,10,34247680
34174464,24,9,34170624
17081936,64,10,680992
84641313,36,10,759361
833636,38,10,812080
34342400,62,10,16827168
34108416,36,10,34080512
34359296,12,10,17090608
33823232,10,9,693297
101040128,48,9,17156672
759653,48,12,746816
50701312,42,11,17146624
833636,184,11,755266
67567616,144,11,17020736
17025856,106,11,832545
34106112,16,9,17339936
34228992,12,9,34227456
834149,4,9,833104
34380544,180,12,17611376
17025392,72,11,17025376
34343424,68,12,16829024
34040320,48,10,17212192
101167104,48,9,50836992
17414736,26,11,693553
33830912,20,10,554307
34248704,98,11,17409584
34146048,10,9,17397024
33831680,24,10,17085216
100798464,16,11,50503936
34236416,236,10,17458192
33962752,8,10,17217584
33967104,38,10,17187344
34278400,294,12,16824656
17143920,72,11,619840
67829760,36,9,17414256
764005,48,10,689475
17353616,16,10,759921
829540,72,11,829540
33954304,128,11,16884768
84436273,26,10,833617
34034432,32,9,17257232
17606976,72,10,829729
17091488,4,9,829524
17287760,24,11,816448
17025856,38,10,738080
17221440,4,9,17187600
824643,36,9,807986
34366208,22,10,17220352
17156752,38,10,825425
33953792,36,10,16877120
17222016,36,10,824881
829829,36,10,820547
17091472,12,10,17090848
17607040,16,9,17598032
17021312,24,10,759346
17419168,8,9,17417792
34239744,14,9,17462592
16889952,4,9,16889424
17593936,106,10,812338
34180096,16,9,17353024
17480032,72,10,17480032
17549392,24,9,17519616
34174208,26,11,17397008
34174976,48,11,17012848
34387968,14,9,17610800
34147072,36,11,759328
17410160,4,9,17397056
67633152,32,10,550208
833927,52,10,821008
17541232,72,11,763985
33762304,8,9,833586
34167808,72,10,17156128
50903552,72,11,17349200
17270336,48,11,549937
34285568,8,9,17531936
34297856,8,10,17532192
34085120,16,9,17338880
16885600,12,9,685649
834198,24,10,833074
33892864,24,9,16951312
759924,24,9,759923
67698688,50,10,17401424
17274928,24,11,17273600
17217600,226,12,754736
34154240,16,9,17396752
16959824,14,9,824608
17012800,64,10,623376
17155888,28,9,816416
834162,14,9,763681
829797,16,9,693520
17331520,12,10,17323056
17418880,34,10,17408256
33897472,294,12,33894400
17484656,24,9,834165
554307,48,12,545840
834183,216,10,834161
755284,24,10,755284
17156752,12,9,17148256
34161920,242,10,17060096
16890224,4,9,16890208
50956032,24,10,17401696
17611136,196,10,833923
51104256,10,10,17549968
34358528,16,9,17585152
50894336,48,11,17338624
34089472,72,11,689184
17418864,38,10,17418064
17288080,72,11,759921
17086848,72,10,17086720
829831,16,11,829712
34309376,26,10,17531680
16951136,16,10,16950528
34277120,60,11,16823568
17353056,24,9,825443
17274960,36,10,554272
694100,108,10,685072
16885328,4,9,16868672
17278528,48,11,685616
17217344,42,9,751137
17470784,198,12,693297
84715536,24,9,688656
17480064,24,9,694370
33827584,12,10,16946176
17152560,24,9,676641
101093376,800,13,17209088
17156752,170,12,824641
764022,10,9,755523
34281472,8,9,17531408
17484128,24,9,829760
34180096,34,10,34178304
33958912,34,10,16958768
17344864,10,10,694370
17278000,366,12,475936
16829328,38,10,16824688
34147072,36,10,17401088
51148288,348,11,17593648
17222224,36,10,828994
84719376,36,10,750352
17222560,8,9,829795
833602,12,9,754704
685635,24,9,684833
51165440,24,9,51165440
101126144,800,12,34017792
100958208,108,10,17073712
17537120,36,11,17536032
17353568,70,11,833057
16889680,36,11,16889632
67567616,42,11,816707
834182,4,9,834113
34371840,24,10,17287520
16951408,44,10,689986
17020752,8,10,17020736
17073744,24,11,545825
16886128,8,10,694097
17352240,24,9,17326848
50903552,26,10,50896896
34306560,24,9,17540928
34244352,30,11,17343264
17410160,10,10,694388
33830400,16,10,17064736
16828512,16,9,550176
16886080,432,12,693281
67567616,62,10,17397328
17353616,50,9,825408
17020704,30,9,750368
34097920,8,10,17347904
67436544,72,9,738081
17205072,24,9,550194
34298368,96,10,764242
17288080,12,10,17283376
755557,24,10,751120
34309888,400,12,755539
16828800,4,9,825424
51082752,16,9,17528400
17012816,16,9,623665
16885872,36,10,554529
34102272,24,10,17351968
34220800,92,11,16951296
17480032,32,9,763458
17484640,24,9,834097
829558,24,10,829281
34244864,42,11,17470736
16829328,12,10,833584
17484688,8,9,17484144
34179584,90,11,17410112
833908,16,9,825155
34368000,800,11,17213472
16894832,14,9,16893728
34028032,50,11,17015296
34354944,34,10,17024272
834182,16,9,689728
34363392,124,9,17139264
33967104,24,10,17090640
17414736,14,9,17413440
17152640,34,10,689474
834148,4,9,833089
17222272,44,10,829558
33889280,48,10,16893232
33688576,38,10,16828448
17610320,38,10,833108
17024848,36,10,480016
16894864,12,9,16890112
50488576,96,11,16934144
34094080,132,10,17016848
34159360,32,10,759602
17222512,4,9,17217296
16960400,12,9,16946448
755284,10,9,755284
50711296,800,13,17157024
34351104,8,9,17597472
34343680,34,10,17610848
17287824,4,9,17279248
34109952,36,10,34109952
16820592,12,10,685088
17453856,36,10,668176
17471600,24,10,694387
17217920,96,10,755266
17151808,8,9,750881
17091456,40,10,17090656
763988,36,11,742448
17222560,10,10,834147
764277,4,9,763729
17287808,10,9,690019
17156144,24,10,17137920
16951664,14,9,16947024
17087104,72,9,763970
33958656,148,12,16955488
16889424,4,9,16868640
17611360,32,10,834145
16820608,36,10,16816192
17209152,12,10,620097
820546,14,9,545824
84370704,92,10,16889424
17353328,16,9,829266
816707,14,9,484401
16894560,32,10,828993
17073440,108,10,17047808
33893376,28,10,16938288
833910,10,9,825187
34351360,36,10,17602592
67436544,98,11,763201
17221680,30,9,819984
50906880,108,12,17352448
84649795,48,10,84649795
17462592,26,10,685089
16960368,18,11,833330
34170880,270,11,17392144
50366208,58,12,16806416
17480032,800,12,693792
17222544,4,9,17217872
34089216,14,9,16947216
17024576,38,10,812080
16894048,8,10,16868656
33896960,24,9,17146880
67633152,4,9,554578
17602384,72,9,17601584
17352528,36,10,821075
67305472,96,9,829728
17471584,4,9,17466912
17418880,88,11,829812
17091472,130,10,825154
33884160,24,9,16811328
825461,72,12,825377
34102272,16,9,17352272
764277,10,9,763698
101339136,48,11,51033344
34289408,8,10,34287616
833908,4,9,833904
34216960,24,11,829249
16894336,26,10,624144
763732,24,9,685378
16877136,4,9,414769
16880960,26,10,344848
17091472,8,9,832528
17344832,36,10,694305
34383616,198,12,829264
829830,16,9,624144
17283728,48,10,17283360
17087104,14,9,17082368
17016912,48,11,17015296
34166528,72,11,17143616
17222272,30,10,828961
67764224,324,12,17466880
33967104,48,12,17220608
34159616,72,10,17025600
17610304,52,11,833090
834197,96,11,759105
16886080,72,11,16884224
16951632,16,9,611360
834183,4,9,764020
17344832,4,9,17343520
829251,184,10,475920
17082480,22,10,689984
17287824,36,10,17287696
16881216,36,10,615440
764005,72,11,763986
33970688,62,12,17147424
16881744,8,9,545296
17605952,24,9,828448
17344032,72,11,688656
16894864,12,9,833892
34317824,16,9,34224896
84719904,24,10,84719904
51038976,160,12,17484624
764021,16,9,689456
33822208,12,10,17064464
67829760,72,10,764019
34249728,236,10,17418768
84632608,4,9,16823328
829284,38,10,685616
16894848,34,10,16892672
16890480,8,10,16872752
34163712,48,10,34160896
34281984,24,10,34281984
17090896,24,9,824336
825462,12,9,554560
16823616,108,10,742450
17155888,32,10,480033
34243840,26,10,34215936
17021024,8,10,549937
33889024,8,10,16890192
17216800,72,11,741904
17484128,4,9,17470208
755282,8,10,754960
16881232,16,9,615729
17344336,24,10,17322752
84650358,800,12,34240768
67829760,12,9,67829760
16894336,10,10,824080
824916,24,10,824369
34040576,24,9,17217648
16894592,10,10,16893952
100876288,46,10,50562048
17484160,12,9,17471504
34244352,54,9,17466672
16894576,8,10,828961
50906880,72,12,17351440
17274928,24,9,553760
17479792,72,11,17466656
694117,60,10,694114
33830912,28,10,17068816
101036032,216,11,50706432
17279328,108,12,17274160
17413696,72,9,759344
694389,24,9,694100
34343424,40,10,17605632
17082720,22,10,693824
67698688,100,11,550176
17155936,78,10,17130512
17536320,256,12,758833
33901056,44,10,17147936
34366720,800,12,17589504
84719955,192,12,17417520
17532480,50,9,755264
824898,8,9,824898
34020352,100,12,16894064
33963008,70,12,17222528
33822464,24,9,16872448
33896960,16,9,17147744
17025408,36,10,825392
16959856,24,10,620064
17222512,24,9,816721
17414720,30,11,762913
34309120,36,10,17347600
34089984,34,10,16960128
34180096,36,10,34178560
100761600,14,9,50448384
690004,10,9,690004
17090944,12,9,824916
34236416,152,12,17462784
33831936,8,9,17025952
67371008,28,10,67371008
34294784,800,13,17090128
101347328,82,11,51016448
17287776,144,12,17286688
17462848,10,10,685617
67764224,108,11,690019
33757184,24,9,16877056
17086032,24,9,17064448
34098176,116,10,17082384
17283408,30,10,759073
17409616,252,11,615744
17347888,24,10,545568
763749,24,11,685618
50842368,204,12,17287984
17610800,88,9,833584
17213552,24,9,689968
33958912,62,10,33691136
16889936,4,9,16876864
50514688,36,9,833090
16820592,12,10,694083
17090352,12,9,17068800
34317568,98,10,17540400
34367744,48,12,17588736
34159616,48,11,34159616
33893120,14,9,17151008
17611408,166,12,17609760
34379776,70,11,17418336
16960144,20,10,829810
33690880,16,10,16863744
17419136,26,10,17418272
33622016,16,9,16877088
829010,8,9,828704
84440369,174,12,34084608
17418880,32,10,829778
33819392,56,9,16823344
34318592,36,9,17541392
34228992,10,10,17470784
17090912,36,10,824914
690004,14,9,554017
17484688,14,9,834199
17409872,12,10,694099
34298368,72,11,17152528
33966080,24,9,17073696
67502080,48,10,742450
17349216,10,9,17347088
33971200,24,10,33901568
50899200,12,10,17344816
833362,38,10,741904
16828496,10,9,16811296
16954960,8,9,742432
34180096,12,9,17353008
825462,8,10,825462
759922,4,9,759840
17479792,12,10,764019
829507,10,9,689201
34020096,36,10,16890240
50514688,168,9,16954640
17549968,26,10,17540688
34219008,8,9,672545
34249728,800,13,829792
17156960,12,10,812355
33954816,24,10,17208592
16824688,16,9,620048
17025648,12,9,685635
824916,108,11,414768
51095040,30,10,17540608
34015488,24,10,34013440
17606768,800,14,821058
34174464,72,9,17209136
17156464,24,10,816432
17222544,44,10,759908
34094080,4,9,17025040
17419136,10,10,17418352
67567616,108,10,484656
17419104,252,11,824912
833620,14,9,754992
17536848,210,10,759616
17409872,148,11,693570
693570,72,10,610832
34294272,8,9,17540112
34360064,4,9,17593360
17419120,16,9,833893
17287760,96,11,17256960
17021280,44,10,759329
834183,24,10,755556
17287760,8,9,829266
33901312,12,10,17069328
34364160,24,9,17610016
16894880,22,10,834081
17078096,12,9,619808
34030336,72,10,34025728
17222560,12,9,834144
84636688,16,9,833345
17353616,14,9,833924
34309120,72,11,754721
34179840,36,9,17348912
16942928,24,10,554304
17598000,4,9,17589008
34176000,28,10,17418864
33827328,36,10,17081888
17541504,50,11,764291
17279328,72,11,685616
833910,4,9,759651
17410128,72,11,689473
34375168,24,11,17352208
829779,26,10,693008
16960112,24,9,16960080
17086816,10,9,759361
16959328,168,12,16938512
34170112,72,10,17392384
16820576,24,11,614928
17471280,4,9,17461760
33762048,8,10,17021472
16890480,8,9,16885584
34089728,36,10,755522
829829,108,11,623939
17419136,36,10,17418256
34174976,96,11,624433
34383616,36,9,17606416
16881504,72,11,16881456
34355712,800,14,17024832
17606480,108,11,17584656
33954816,8,9,16893792
17086832,44,10,751168
84646003,248,13,624483
34317312,50,10,17478704
67567616,10,9,484672
34318080,88,9,17479440
834181,38,10,763920
764294,8,10,755233
67633152,36,11,554561
34036480,16,9,34033920
17348448,24,9,755555
34368000,94,10,34365952
17414224,108,9,623938
17025936,40,9,17012256
50841088,72,11,17286464
17287824,48,9,694385
16960384,12,9,16955504
834149,8,9,834149
34040576,48,9,17209120
16820320,4,9,16820272
17541232,50,9,763984
17024592,44,10,414496
17348976,36,11,755489
833927,10,9,759920
17409840,12,10,694066
34236416,70,11,689744
17213824,24,10,17213824
34105600,8,9,17339920
33901568,28,11,17090640
67567616,8,10,17200176
16829344,216,12,16827168
34098176,72,10,17090608
17484160,4,9,17483792
34249728,32,9,17418832
34233344,50,10,17156672
17217360,26,10,746816
33889024,50,10,16868608
17602624,196,10,824369
17025680,324,11,17025312
834165,14,9,816450
84510258,70,11,17339936
34228480,14,9,34227456
17344304,32,11,688928
16890224,100,11,16872704
833652,14,9,833346
17611408,38,10,17601584
33963008,20,10,17021280
694388,24,10,694080
17017168,12,10,693553
763186,72,11,676624
17156464,24,9,816450
17021312,8,10,17021040
17353632,4,9,17353536
624195,648,13,606992
33971200,66,11,825445
34105600,38,10,624209
17287824,4,9,829552
17287744,24,9,816178
34211328,36,9,16819520
16868656,26,10,414480
763746,48,10,751136
17222016,16,9,17209424
17220928,36,10,17187344
34212608,800,13,16824656
34105856,12,10,17343488
17610576,72,10,832833
17344848,16,9,689475
34022656,210,12,16929808
17274944,24,9,623664
17353312,182,12,829540
100769792,800,12,16884768
50776064,24,10,17204224
17528384,36,10,484401
17353552,30,9,833617
50816256,26,11,17257232
829829,36,10,829524
755267,48,11,738080
34285824,16,9,34285824
17091408,4,9,807986
17209152,16,9,615473
693844,72,11,693826
17091216,12,9,17090848
764022,24,10,764005
16956048,38,10,759346
17607024,12,10,17606928
834165,8,10,834165
17091472,72,10,17086288
17152656,10,9,764277
34146816,4,9,17409792
34081536,8,9,17347584
34354688,108,10,812338
67305472,10,9,619280
16889920,12,10,754448
34318592,16,9,17480032
17086832,24,9,17086720
101191680,294,14,34083328
17086032,12,9,746816
34387968,16,9,17610800
17091456,8,9,833347
84370482,50,12,17069616
84707172,36,10,821008
17353520,30,11,833586
34359808,16,9,17606768
16829312,36,10,833040
84719729,324,12,821056
17287504,24,10,825154
16829328,10,10,833824
17418048,12,10,825155
17208368,16,10,615473
829285,12,10,685649
17548608,14,9,17519360
17008192,38,10,549937
17025920,14,9,17020224
17611120,38,10,833909
755540,48,9,750640
16890224,14,9,759635
829285,10,9,685618
685635,8,10,484402
34171648,28,10,17401424
17270336,50,9,554545
34355712,108,10,17025664
34027776,4,9,17273600
17418080,36,9,17396752
833909,24,10,824608
834179,8,10,834097
33753856,54,9,16824624
34151168,36,10,16886064
17288016,48,9,816416
834163,12,9,763681
829797,10,9,693520
17222192,28,10,828192
17484656,16,9,834165
101351424,36,10,34242816
17090640,24,10,820274
50497280,72,10,16938304
33753600,100,11,16820528
34084352,48,11,16876592
17418352,36,9,17401696
67895296,108,10,833923
17020768,16,9,751153
84702528,96,11,17585152
34212608,4,9,17479168
17025392,108,9,17024272
33827072,144,10,17078352
17152096,24,9,755008
34176000,24,11,17418064
16955776,24,10,759921
16828768,48,10,16803104
17205072,12,9,17204512
17091472,148,10,17086720
17086304,4,9,746818
17222016,36,10,825443
34170880,50,11,624209
34376448,32,10,17353552
16829328,14,9,833888
17139504,16,9,554272
17152608,108,10,17151520
16885568,16,9,685072
763747,108,10,685616
17528400,36,10,751137
67698688,106,11,759925
33950208,24,11,16820064
84576016,222,11,688656
17091184,16,9,828993
16894608,24,9,824336
33893376,16,9,17155120
33897472,10,10,832818
16877408,8,10,554000
51025408,184,10,17470752
34297856,8,9,17532208
51103488,216,12,833364
17025920,12,9,755523
33687040,16,9,16802592
34024448,36,10,17287968
16894608,16,9,829760
34105856,28,10,16820320
17537120,36,10,17532432
834165,14,9,829248
34350336,38,10,16958768
17418352,16,9,17401088
51148032,290,11,17593648
17004096,36,9,16999424
764004,14,9,754704
17086512,72,11,17051904
833620,26,10,820240
17410144,4,9,17410144
67829760,12,9,764291
17222512,12,10,833057
33758208,28,9,33756928
834148,22,10,763458
16955472,10,10,545825
17021296,26,10,17012304
16951680,36,11,694371
34294016,12,10,17086816
17283712,12,10,17278496
50907648,12,9,50896896
17610048,32,10,17584896
34302464,16,9,17540928
829506,36,10,820257
17471296,58,12,693281
755557,800,11,750881
16960368,38,10,750368
17353056,12,10,825441
17288080,16,10,17283376
34375424,152,12,17352208
84439568,30,9,17330704
84571457,168,10,694100
17418352,8,10,17418080
16959296,72,9,16957696
84645170,24,10,17021264
17549392,800,10,755009
34363392,72,11,17597728
34220032,50,10,16951296
17288096,48,11,17287776
17540960,264,13,763458
34384128,72,11,17484096
34248704,72,12,17410112
833910,36,10,751169
16960416,26,11,833106
17349200,14,9,754976
17087104,8,10,17087024
101343232,800,13,17213472
16894608,16,9,16893728
833654,16,9,751168
34362112,144,11,17024272
17610864,36,11,833652
67764224,36,10,17607040
34216960,14,9,17482256
17419088,12,9,17413440
67633152,10,9,690020
17470784,32,10,693281
67764224,50,11,690021
763988,16,10,754992
16890240,24,10,16890112
84506194,144,11,16934144
17611120,112,9,833904
34094080,74,12,17016848
17348976,34,10,759602
17217904,72,11,17217296
17352528,24,10,821025
34368256,38,10,17610592
16951104,8,9,685088
685618,36,10,668176
34098176,24,10,17090656
833876,36,10,742448
84579105,10,10,693809
84509985,8,10,624466
17479776,16,9,17478416
34016256,36,10,16828224
17156480,24,11,17143904
17156208,24,11,17137920
16955760,12,9,16947024
34317568,10,10,17540400
833620,4,9,820545
16881504,10,10,620097
17222224,8,10,829012
33958144,72,10,16945936
50449152,72,10,16889424
829813,24,9,829266
821092,12,9,484401
33971200,24,10,17221376
16890512,4,9,16890512
17419168,108,10,829744
17283168,24,9,755520
829779,324,11,676624
34081280,36,11,16820304
34179840,648,12,17414784
17418880,30,9,829506
34300928,24,10,17216560
34106368,16,11,17352208
16824688,36,10,16823328
17414752,132,11,693792
84702803,800,13,67633152
34036480,40,10,17261824
17217904,8,9,17217872
16955776,36,10,16947216
17220656,10,10,812080
34298880,8,9,17157008
34147072,14,10,17412608
51164416,36,9,17609488
34351616,72,10,829728
17418880,50,10,829812
17274960,44,10,624465
16942944,72,11,16938512
100667392,138,11,50381056
834163,12,9,763698
84575504,12,9,688656
759890,24,9,759824
17143872,12,10,17138736
33966336,72,10,17200160
34162176,4,9,17392960
34289920,4,9,34287616
84497458,216,11,17384224
34294784,24,10,17548832
17610592,38,10,833377
17344864,72,11,624144
16894016,24,10,819984
16893248,8,10,344848
17344832,68,11,694305
33762048,26,10,17015296
17519648,54,9,742416
34166528,98,11,17143616
17528368,24,10,17522944
17484128,38,10,828961
34281984,36,10,16890432
763202,24,10,742416
821076,48,9,820546
17418320,14,9,17401136
17610592,80,11,833090
33958656,48,11,17217296
17340256,36,9,17339968
17593664,216,12,816178
101298176,72,10,50967296
34347008,12,10,17592576
17344064,4,9,17343520
17541216,16,9,763969
833910,38,10,825187
825188,32,10,615440
16890496,24,10,763986
34235648,48,12,17147424
17091488,34,10,828448
17222272,32,11,829505
101363712,800,13,17484624
17348960,40,10,759857
17091472,32,10,17085696
67502080,800,13,17130000
833876,24,9,832832
17213264,16,10,685616
34384640,24,9,17611376
16894800,10,9,16892672
34162688,108,11,34160896
84436288,108,9,17208640
33754112,30,9,16794400
33892864,4,9,33891072
101076992,48,10,17212704
34313984,800,12,17397040
17344864,24,9,624210
17528096,72,10,741904
101412864,88,11,51082240
17471536,24,10,17470208
33818880,62,10,33817088
16955728,44,10,611360
17283168,98,11,755537
17274176,36,10,17274112
67829760,38,10,34240768
824915,24,11,824080
833892,32,11,824369
834165,14,9,763731
51152640,72,10,51151616
67764224,108,12,694372
17205072,96,11,550192
17025648,54,9,685651
16960144,8,9,828961
17484112,278,11,693569
17606768,72,10,17598240
34211584,8,9,17457664
833651,16,9,553760
17541488,152,10,764210
34363648,40,10,17601856
17598032,28,9,820803
33900288,800,13,480304
17353328,800,12,17353248
17270048,800,13,17270032
17549952,24,9,834064
16886112,16,10,16885056
34176000,16,9,17418048
764294,8,9,693841
100671488,72,11,50356736
34167552,216,12,17412352
759926,36,9,624195
17221424,96,10,17199360
84645680,100,10,17021184
825189,36,10,619824
16959856,12,9,825152
50370304,10,9,619552
17540400,96,13,17540384
17532224,114,10,742450
17087024,24,10,17084672
33963008,62,10,33960448
17479520,36,10,763744
833381,12,9,816448
100745216,38,10,16859904
17606480,36,9,829264
17287760,24,9,829264
34106368,24,11,17352544
34026752,16,10,17257488
17209392,36,11,615184
17611392,4,9,17611344
51038464,108,9,17484080
34301952,56,9,17528384
17467232,8,10,17462304
17353616,36,10,833653
33819648,26,10,16807488
34085888,198,11,34083840
17479248,42,9,763476
84650067,36,10,764003
34035712,36,10,17139488
17348960,70,11,759908
100880384,48,10,33895424
829555,72,11,815905
84650065,108,9,763152
34036736,34,10,17287200
34245632,4,9,34245632
833908,8,10,824370
834199,216,11,764275
833907,4,9,825136
17414256,36,10,759920
34162688,36,11,16881728
33885184,8,9,17156864
833090,72,12,811536
17540944,44,10,17540880
33893376,24,10,16960416
17286704,24,10,17285376
17611104,36,10,833888
67698688,24,10,624210
101457920,342,11,34351616
833651,8,9,833330
17221456,12,9,17199904
17353584,16,9,17352272
764294,8,10,694370
67633152,182,12,17261888
101019648,252,9,17151760
17478960,16,9,763184
17607008,184,10,829012
16960400,40,10,824097
833893,4,9,759376
17082736,16,9,685634
694356,24,9,694320
17025936,38,10,825155
50636288,16,11,17081616
17025664,28,10,829489
34383104,72,10,17483040
16824976,36,10,694096
33762304,12,10,17023488
34388224,72,10,17611024
34031872,8,10,17078048
34244352,24,9,17467232
17287552,36,10,825458
33896960,38,10,17016128
101085184,180,10,50771712
17349184,24,10,763969
17222224,16,10,828978
764275,24,9,750368
50575360,28,9,17020160
34286080,8,9,17540128
33688576,8,9,16828448
34155264,30,9,17413392
17024848,36,10,17003776
50645504,216,11,17082464
17288064,30,9,821092
17156752,48,11,829779
84436240,24,9,550177
16954960,12,10,16954944
33958912,16,9,16934144
51165440,38,10,17611024
17610800,36,9,833585
34171392,24,9,17213712
17540944,32,10,763715
690004,24,9,690001
17479248,36,10,763185
34212864,36,10,17453568
17605952,24,10,828688
16828800,4,9,16828800
33762048,24,11,16955184
834182,4,9,829537
17610832,38,10,833569
84710449,36,9,825393
17021312,8,9,754464
834165,4,9,829268
17607024,72,11,829808
16956048,8,10,763936
17418352,12,9,17401680
34085632,62,10,16888576
33957888,184,12,550210
17479792,96,11,17462544
34306560,108,10,763748
84357648,72,10,602640
84650368,108,11,17414144
17484656,14,9,17479472
17274432,12,10,619553
34241280,32,10,17479440
17532768,108,12,17532496
34236416,28,11,17213488
16959872,194,10,16942944
764243,72,10,693024
16959584,4,9,820530
17353568,36,10,17348128
17086832,88,11,17069568
17611376,12,9,17606144
50972416,60,11,17418016
17352544,226,12,820752
16829296,14,9,16827952
34364160,108,10,833620
34313472,216,11,17413376
34364160,16,9,34360064
101208064,28,10,34099200
34016256,24,9,17287216
755539,8,9,750368
694389,48,10,619826
17152368,86,11,759377
764294,36,9,694369
34343680,58,12,16829216
16820608,4,9,694352
17286688,12,9,816656
17025664,10,9,829489
16960144,48,11,16959792
17344864,54,10,689729
17283712,62,10,763747
17287808,24,9,829282
34319360,36,11,34290688
33754112,16,9,828192
34224896,216,12,17021536
833876,24,10,759106
33953792,66,11,17187072
17549392,10,10,833620
16828256,14,9,816704
17222480,32,10,833056
17339696,38,10,623393
17593632,50,12,816417
17409872,182,12,685378
33692416,24,10,16929024
17349264,24,11,17347072
33827840,16,9,16959312
17008464,14,9,554288
34235392,88,10,17016384
33688576,8,10,16959232
33761536,16,9,16994832
693810,4,9,615201
17471552,24,10,694339
17417808,26,10,17388048
834182,14,10,834147
34036480,8,9,34034176
17602672,72,11,825408
17090928,14,9,825153
17413712,72,10,615744
34379776,58,11,17418352
84510002,8,9,624466
34281984,28,10,16890448
67698688,34,10,825462
16893520,12,9,16868656
17222288,38,10,829539
67371008,48,10,16925456
17288096,12,9,764276
34169600,26,10,34168832
17270352,36,10,484657
67829760,800,12,764290
67764224,24,10,694371
67764224,24,9,694339
34081024,264,13,623664
16951632,30,10,693536
17484672,38,10,834179
84440592,144,12,84440592
67633152,36,10,484673
34110464,8,9,17287248
16811600,12,10,16810512
16828224,14,9,816161
764022,72,11,763987
33958400,30,10,17212448
33692416,10,10,33690368
50711040,8,9,50708992
17344336,108,11,17344336
34106368,62,10,17339904
33827328,16,10,16947264
34244096,10,10,17344064
33950464,50,10,16823856
33970688,24,9,681282
33901056,16,9,17135168
17283152,40,10,755538
17222288,24,9,693843
50706944,36,10,17152608
17021296,24,9,619297
17156928,28,11,832816
833654,8,10,833632
34301696,64,10,751171
17287760,20,10,685377
34249472,48,10,764290
34019840,8,10,34019840
16951408,18,11,689936
33966848,72,12,17217856
34224128,16,11,17467152
50510080,10,9,16946496
17353328,10,10,17351440
34039808,20,10,17205008
51091456,72,11,17537024
67829760,98,11,17349264
17218160,14,9,763732
17610864,8,10,17610576
