@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute BetCountOpponent numeric
@attribute BetCountPlayer numeric
@attribute OpponentOnButton {true,false}
@attribute LastActionOpponent {f,k,c,b1,b2,b3}
@attribute LastActionPlayer {f,k,c,b1,b2,b3}
@attribute DeckStrength numeric
@attribute DeckPaired {true,false}
@attribute DeckSuited numeric

@data
16829312,48,1,2,false,?,k,833552,false,1
17024832,800,2,1,false,?,b3,815888,false,1
16886144,96,0,4,false,?,c,692752,false,1
67633152,800,2,2,false,?,k,17135168,false,1
34028288,160,1,4,false,?,b1,755504,false,1
84720275,768,1,4,false,?,c,17419056,false,1
50816256,72,0,4,false,?,c,17261600,false,1
33761792,800,1,2,false,?,c,16982272,false,1
34104576,800,2,2,false,?,c,17204512,false,1
50579968,800,2,1,false,?,b3,50578688,false,1
17090384,800,2,2,false,?,b1,17090384,false,1
50505984,800,1,2,false,?,c,16946480,false,1
33971200,36,0,3,false,?,k,17155600,false,1
17414736,24,0,2,false,?,k,764244,false,1
17217872,800,0,2,false,?,c,615730,false,1
834196,24,0,2,false,?,k,762928,false,1
16829312,48,0,3,false,?,k,833616,false,1
689987,190,1,1,false,?,k,689969,false,1
50742016,800,1,2,false,?,c,17187584,false,1
33969152,48,2,1,true,?,k,16868672,false,1
17344880,800,2,2,false,?,c,17344880,false,1
34297344,48,1,2,false,?,k,17523968,false,1
764019,800,0,2,false,?,c,755505,false,1
33818368,800,2,2,false,?,k,480304,false,1
34286592,800,2,2,false,?,c,833825,false,1
34031104,552,1,3,false,?,c,17069312,false,1
34089984,800,2,1,false,?,b3,16942336,false,1
821076,800,2,2,false,?,k,554304,false,1
17222528,800,2,2,false,?,c,755557,false,1
34384640,48,0,3,false,?,c,834176,false,1
17349264,24,0,2,false,?,k,759873,false,1
34171648,24,0,2,false,?,k,17413632,false,1
33754112,800,3,2,false,?,c,17024256,false,1
16894880,552,1,3,true,?,k,16893184,false,1
34081792,800,2,2,false,?,b1,17353568,false,1
84711524,800,1,2,false,?,c,820800,false,1
17483888,800,2,2,false,?,b1,689970,false,1
33621760,800,2,2,false,?,k,16798480,false,1
16829312,36,0,2,false,?,k,16824336,false,1
84439824,162,3,1,true,?,b2,755555,false,1
17152656,24,0,2,false,?,k,17147440,false,1
34176000,72,1,2,false,?,b2,34176000,false,1
834148,800,1,2,false,?,c,833089,false,1
34040320,676,2,2,true,?,k,685584,false,1
16959808,800,2,2,false,?,c,803616,false,1
84440385,800,2,1,false,?,b3,554289,false,1
67829760,800,2,2,false,?,k,763968,false,1
17611408,296,1,2,false,?,c,17605920,false,1
834179,72,1,2,false,?,k,834097,false,1
17466960,368,2,1,false,?,b1,550192,false,1
17483888,800,0,2,false,?,c,829557,false,1
17279328,24,0,2,false,?,k,694114,false,1
84501008,24,0,2,false,?,k,615440,false,1
829267,800,2,1,false,?,k,676641,false,1
16959856,800,2,2,false,?,k,619552,false,1
17532496,108,0,4,false,?,c,755232,false,1
34223616,371,1,2,true,?,k,16885296,false,1
17483856,72,0,3,false,?,k,829521,false,1
51038464,164,1,1,false,?,c,829831,false,1
17288080,800,2,2,false,?,k,17286176,false,1
17344336,800,2,0,false,?,b3,17331472,false,1
763732,368,2,1,false,?,b1,750914,false,1
34343680,548,2,2,true,?,k,834096,false,1
833927,800,2,1,false,?,b3,759584,false,1
16820608,164,1,1,false,?,c,693552,false,1
67567616,800,2,2,false,?,k,816451,false,1
829812,552,1,3,true,?,k,829249,false,1
17349232,800,2,2,false,?,k,763953,false,1
67829760,800,2,2,false,?,c,759922,false,1
33883648,164,1,1,false,?,c,17129728,false,1
34020096,24,0,2,false,?,k,16889664,false,1
17419056,800,1,2,false,?,c,758560,false,1
34370560,800,2,2,false,?,c,17593344,false,1
84510531,800,1,2,false,?,c,17274928,false,1
16894816,800,0,2,false,?,c,833105,false,1
50378240,800,2,2,false,?,k,16803088,false,1
34294784,800,2,1,false,?,b3,833090,false,1
34379520,800,0,2,false,?,c,825168,false,1
50444800,800,3,1,false,?,b1,16890512,false,1
34175488,72,0,4,false,?,c,694032,false,1
833347,24,0,2,false,?,k,832289,false,1
17090608,572,2,2,false,?,k,820274,false,1
101367808,472,3,2,true,?,k,17484032,false,1
51165184,800,1,2,false,?,c,833586,false,1
17540960,800,1,2,false,?,c,685652,false,1
101158912,800,1,2,false,?,k,34162432,false,1
17602384,72,0,4,false,?,c,825170,false,1
17348976,164,1,1,false,?,c,759920,false,1
101421056,800,2,2,false,?,c,17535232,false,1
51038976,800,1,2,false,?,k,17484096,false,1
50505984,800,2,1,false,?,b3,16951632,false,1
17549936,72,3,1,true,?,k,829281,false,1
17462864,800,1,3,false,?,c,17461504,false,1
67829760,800,1,2,false,?,c,17152640,false,1
34040832,144,2,2,true,?,k,17221408,false,1
17091200,24,0,2,false,?,k,828448,false,1
101302272,48,0,3,false,?,k,17418880,false,1
16829312,24,0,2,false,?,k,755248,false,1
17091456,24,0,2,false,?,k,17084944,false,1
33954048,800,1,2,false,?,k,615713,false,1
50448640,572,2,2,false,?,k,16894208,false,1
16886128,108,0,4,false,?,c,693841,false,1
67436544,800,2,0,false,?,b3,541473,false,1
50628352,800,0,2,false,?,c,17073936,false,1
34028288,190,1,1,false,?,k,33761024,false,1
84649280,192,4,1,true,?,b1,763472,false,1
34036480,800,1,2,false,?,k,763732,false,1
100880384,800,1,2,false,?,c,33894656,false,1
50776320,800,0,2,false,?,c,17208640,false,1
17086288,48,0,3,false,?,c,742433,false,1
834183,24,0,2,false,?,k,833633,false,1
100704256,800,1,2,false,?,c,17469696,false,1
67502080,24,0,2,false,?,k,67436544,false,1
16829296,164,1,1,false,?,c,750640,false,1
17286688,296,1,2,false,?,c,811536,false,1
50841856,800,1,2,false,?,c,17287552,false,1
101154816,800,0,2,false,?,c,34108416,false,1
100671488,800,2,2,false,?,k,16929792,false,1
34383616,24,0,2,false,?,k,829265,false,1
67502080,800,0,2,false,?,c,807984,false,1
17606464,24,0,2,false,?,k,17592832,false,1
17419120,216,3,2,true,?,k,825187,false,1
17585184,36,0,3,false,?,k,803344,false,1
834196,24,0,2,false,?,k,834193,false,1
34368256,72,1,2,false,?,b2,17221952,false,1
101294080,36,0,3,false,?,k,17469952,false,1
51161088,800,1,2,false,?,c,17606704,false,1
50973184,800,2,1,false,?,b3,829746,false,1
101351424,800,2,2,false,?,k,17465872,false,1
17549344,48,0,3,false,?,c,17531136,false,1
17222000,48,0,3,false,?,c,17199616,false,1
17414736,164,1,1,false,?,c,764241,false,1
33757952,48,0,3,false,?,c,16888576,false,1
16960416,48,0,3,false,?,c,16959824,false,1
50832640,800,1,2,false,?,c,685361,false,1
101199872,164,1,1,false,?,c,17331248,false,1
51156992,800,2,1,false,?,b3,17602608,false,1
84649795,800,1,2,false,?,c,759875,false,1
33762048,800,2,2,false,?,c,16925456,false,1
834132,36,2,1,true,?,k,762896,false,1
17602096,800,2,1,false,?,b3,824097,false,1
17086288,24,0,2,false,?,k,17085200,false,1
17217648,164,1,1,false,?,c,554576,false,1
34147328,800,1,2,false,?,c,16827936,false,1
67895296,800,1,2,false,?,c,833927,false,1
34360064,36,0,3,false,?,k,34350080,false,1
17549664,584,1,3,true,?,k,833056,false,1
34375168,572,2,2,false,?,k,17352192,false,1
